Serial,Event,&quot;Estado&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
2013-01412,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01411,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01410,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01409,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01408,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01407,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01406,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01405,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01404,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01403,FLOOD,DISTRITO FEDERAL,18/07/2013,0,0,0
2013-01402,PLAGUE,CHIHUAHUA,11/07/2013,0,0,0
2013-01401,PLAGUE,CHIHUAHUA,11/07/2013,0,0,0
2013-01400,PLAGUE,CHIHUAHUA,11/07/2013,0,0,0
2013-01399,PLAGUE,CHIHUAHUA,11/07/2013,0,0,0
2013-01398,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01397,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01396,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01395,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01394,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01393,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01392,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01391,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01390,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01389,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01388,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01387,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01386,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01385,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01384,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01383,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01382,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01381,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01380,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01379,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01378,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01377,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01376,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01375,SURGE,GUERRERO,08/07/2013,0,0,0
2013-01374,SURGE,MICHOACAN,08/07/2013,0,0,0
2013-01373,SURGE,MICHOACAN,08/07/2013,0,0,0
2013-01372,SURGE,MICHOACAN,08/07/2013,0,0,0
2013-01371,SURGE,COLIMA,08/07/2013,0,0,0
2013-01370,SURGE,COLIMA,08/07/2013,0,0,0
2013-01369,SURGE,COLIMA,08/07/2013,0,0,0
2013-01368,SURGE,JALISCO,08/07/2013,0,0,0
2013-01367,SURGE,JALISCO,08/07/2013,0,0,0
2013-01366,SURGE,JALISCO,08/07/2013,0,0,0
2013-01365,SURGE,JALISCO,08/07/2013,0,0,0
2013-01364,SURGE,JALISCO,08/07/2013,0,0,0
2013-01363,SURGE,NAYARIT,08/07/2013,0,0,0
2013-01362,SURGE,NAYARIT,08/07/2013,0,0,0
2013-01361,SURGE,NAYARIT,08/07/2013,0,0,0
2013-01360,SURGE,NAYARIT,08/07/2013,0,0,0
2013-01359,SURGE,NAYARIT,08/07/2013,0,0,0
2013-01358,SURGE,SINALOA,08/07/2013,0,0,0
2013-01357,SURGE,SINALOA,08/07/2013,0,0,0
2013-01356,SURGE,SINALOA,08/07/2013,0,0,0
2013-01355,SURGE,SINALOA,08/07/2013,0,0,0
2013-01354,SURGE,SINALOA,08/07/2013,0,0,0
2013-01353,SURGE,SINALOA,08/07/2013,0,0,0
2013-01352,SURGE,SINALOA,08/07/2013,0,0,0
2013-01351,SURGE,SINALOA,08/07/2013,0,0,0
2013-01350,SURGE,SINALOA,08/07/2013,0,0,0
2013-01349,RAIN,NUEVO LEON,30/09/2013,0,0,0
2013-01348,LEAK,ESTADO DE MEXICO,29/09/2013,0,0,0
2013-01347,FLOOD,ESTADO DE MEXICO,27/09/2013,0,0,0
2013-01346,LANDSLIDE,DISTRITO FEDERAL,27/09/2013,0,0,0
2013-01345,LANDSLIDE,DISTRITO FEDERAL,27/09/2013,0,0,0
2013-01344,LANDSLIDE,DISTRITO FEDERAL,27/09/2013,0,0,0
2013-01343,EPIDEMIC,HIDALGO,27/09/2013,0,0,0
2013-01342,EPIDEMIC,HIDALGO,27/09/2013,0,0,0
2013-01341,EPIDEMIC,HIDALGO,27/09/2013,0,0,0
2013-01340,EPIDEMIC,HIDALGO,27/09/2013,0,0,0
2013-01339,LANDSLIDE,DISTRITO FEDERAL,27/09/2013,0,0,0
2013-01338,LANDSLIDE,DISTRITO FEDERAL,27/09/2013,0,0,0
2013-01337,LANDSLIDE,DISTRITO FEDERAL,27/09/2013,0,0,0
2013-01336,LANDSLIDE,DISTRITO FEDERAL,27/09/2013,0,0,0
2013-01335,LANDSLIDE,DISTRITO FEDERAL,27/09/2013,0,0,0
2013-01334,LANDSLIDE,DISTRITO FEDERAL,27/09/2013,0,0,0
2013-01333,FIRE,DISTRITO FEDERAL,26/09/2013,0,0,0
2013-01332,LANDSLIDE,ESTADO DE MEXICO,26/09/2013,0,0,0
2013-01331,FLOOD,DISTRITO FEDERAL,26/09/2013,0,0,0
2013-01330,LANDSLIDE,DISTRITO FEDERAL,26/09/2013,0,0,0
2013-01329,LANDSLIDE,DISTRITO FEDERAL,26/09/2013,0,0,0
2013-01328,LANDSLIDE,DISTRITO FEDERAL,26/09/2013,0,0,0
2013-01327,LANDSLIDE,DISTRITO FEDERAL,26/09/2013,0,0,0
2013-01326,LANDSLIDE,DISTRITO FEDERAL,26/09/2013,0,0,0
2013-01325,RAIN,DISTRITO FEDERAL,25/09/2013,0,0,0
2013-01324,RAIN,DISTRITO FEDERAL,25/09/2013,0,0,0
2013-01323,RAIN,DISTRITO FEDERAL,25/09/2013,0,0,0
2013-01322,FLOOD,ESTADO DE MEXICO,25/09/2013,0,0,0
2013-01321,FLOOD,MICHOACAN,25/09/2013,0,0,0
2013-01320,ERUPTION,MORELOS,05/07/2013,0,0,0
2013-01319,ERUPTION,MORELOS,05/07/2013,0,0,0
2013-01318,ERUPTION,MORELOS,05/07/2013,0,0,0
2013-01317,ERUPTION,MORELOS,05/07/2013,0,0,0
2013-01316,ERUPTION,MORELOS,05/07/2013,0,0,0
2013-01315,ERUPTION,MORELOS,05/07/2013,0,0,0
2013-01314,ERUPTION,MORELOS,05/07/2013,0,0,0
2013-01313,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01312,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01311,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01310,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01309,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01308,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01307,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01306,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01305,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01304,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01303,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01302,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01301,ERUPTION,DISTRITO FEDERAL,05/07/2013,0,0,0
2013-01300,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01299,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01298,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01297,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01296,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01295,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01294,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01293,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01292,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01291,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01290,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01289,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01288,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01287,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01286,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01285,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01284,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01283,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01282,ERUPTION,ESTADO DE MEXICO,05/07/2013,0,0,0
2013-01281,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01280,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01279,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01278,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01277,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01276,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01275,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01274,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01273,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01272,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01271,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01270,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01269,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01268,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01267,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01266,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01265,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01264,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01263,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01262,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01261,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01260,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01259,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01258,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01257,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01256,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01255,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01254,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01253,EPIDEMIC,HIDALGO,24/09/2013,0,0,0
2013-01252,EPIDEMIC,HIDALGO,24/09/2013,0,0,0
2013-01251,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01250,LANDSLIDE,VERACRUZ,24/09/2013,0,0,0
2013-01249,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01248,LANDSLIDE,VERACRUZ,24/09/2013,0,0,0
2013-01247,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01246,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01245,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01244,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01243,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01242,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01241,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01240,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01239,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01238,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01237,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01236,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01235,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01234,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01233,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01232,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01231,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01230,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01229,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01228,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01227,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01226,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01225,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-01224,RAIN,HIDALGO,26/08/2013,0,0,0
2013-01223,RAIN,HIDALGO,26/08/2013,0,0,0
2013-01222,RAIN,HIDALGO,26/08/2013,0,0,0
2013-01221,FLOOD,GUANAJUATO,29/08/2013,0,0,0
2013-01220,FLOOD,GUANAJUATO,29/08/2013,0,0,0
2013-01219,FLOOD,GUANAJUATO,29/08/2013,0,0,0
2013-01218,FLOOD,GUANAJUATO,29/08/2013,0,0,0
2013-01217,FLOOD,GUANAJUATO,29/08/2013,0,0,0
2013-01216,FLOOD,GUANAJUATO,29/08/2013,0,0,0
2013-01215,FLOOD,GUANAJUATO,29/08/2013,0,0,0
2013-01214,FLOOD,GUANAJUATO,29/08/2013,0,0,0
2013-01213,FLOOD,TAMAULIPAS,26/08/2013,0,0,0
2013-01212,FLOOD,TAMAULIPAS,26/08/2013,0,0,0
2013-01211,FLOOD,TAMAULIPAS,26/08/2013,0,0,0
2013-01210,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01209,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01208,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01207,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01206,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01205,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01204,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01203,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01202,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01201,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01200,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01199,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01198,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01197,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-01196,FLOOD,DISTRITO FEDERAL,16/08/2013,0,0,0
2013-01195,FLOOD,DISTRITO FEDERAL,16/08/2013,0,0,0
2013-01194,FLOOD,DISTRITO FEDERAL,16/08/2013,0,0,0
2013-01193,FLOOD,DISTRITO FEDERAL,16/08/2013,0,0,0
2013-01192,FLOOD,DISTRITO FEDERAL,16/08/2013,0,0,0
2013-01191,FLOOD,DISTRITO FEDERAL,16/08/2013,0,0,0
2013-01190,FLOOD,DISTRITO FEDERAL,16/08/2013,0,0,0
2013-01189,LEAK,VERACRUZ,24/09/2013,0,0,0
2013-01188,LANDSLIDE,ESTADO DE MEXICO,24/09/2013,0,0,0
2013-01187,PLAGUE,MORELOS,24/09/2013,0,0,0
2013-01186,RAIN,SONORA,24/09/2013,0,900,0
2013-01185,RAIN,GUANAJUATO,24/09/2013,0,0,0
2013-01184,RAIN,YUCATAN,24/09/2013,0,0,0
2013-01183,RAIN,SAN LUIS POTOSI,24/09/2013,0,0,0
2013-01182,RAIN,HIDALGO,23/09/2013,0,0,0
2013-01181,RAIN,HIDALGO,24/09/2013,0,0,0
2013-01180,POLLUTION,GUERRERO,23/09/2013,0,0,0
2013-01179,LANDSLIDE,ESTADO DE MEXICO,23/09/2013,0,0,0
2013-01178,RAIN,TAMAULIPAS,23/09/2013,0,0,0
2013-01177,RAIN,TAMAULIPAS,23/09/2013,0,0,0
2013-01176,RAIN,COAHUILA,23/09/2013,0,0,0
2013-01175,LANDSLIDE,MORELOS,23/09/2013,0,0,0
2013-01174,LANDSLIDE,MORELOS,23/09/2013,0,0,0
2013-01173,FLOOD,AGUASCALIENTES,23/09/2013,0,0,0
2013-01172,RAIN,CHIHUAHUA,23/09/2013,0,0,0
2013-01171,LANDSLIDE,ESTADO DE MEXICO,23/09/2013,0,0,0
2013-01170,FLOOD,VERACRUZ,23/09/2013,0,0,0
2013-01169,FLOOD,VERACRUZ,23/09/2013,0,0,0
2013-01168,RAIN,VERACRUZ,23/09/2013,0,0,0
2013-01167,RAIN,VERACRUZ,23/09/2013,0,0,0
2013-01166,RAIN,VERACRUZ,23/09/2013,0,0,0
2013-01165,LANDSLIDE,VERACRUZ,23/09/2013,0,0,0
2013-01164,RAIN,VERACRUZ,23/09/2013,0,0,0
2013-01163,RAIN,VERACRUZ,23/09/2013,0,0,0
2013-01162,LANDSLIDE,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01161,LANDSLIDE,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01160,LANDSLIDE,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01159,Intoxicación,CHIAPAS,22/09/2013,0,0,0
2013-01158,FLOOD,MORELOS,22/09/2013,0,0,0
2013-01157,FLOOD,TAMAULIPAS,22/09/2013,0,6000,0
2013-01156,EXPLOSION,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01155,RAIN,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01154,RAIN,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01153,RAIN,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01152,RAIN,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01151,LANDSLIDE,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01150,LANDSLIDE,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01149,RAIN,DISTRITO FEDERAL,22/09/2013,600,0,0
2013-01148,LANDSLIDE,DISTRITO FEDERAL,22/09/2013,0,0,0
2013-01147,EARTHQUAKE,CHIHUAHUA,22/09/2013,0,0,0
2013-01146,PLAGUE,COAHUILA,22/09/2013,0,0,0
2013-01145,EXPLOSION,ESTADO DE MEXICO,22/09/2013,0,0,0
2013-01144,RAIN,SAN LUIS POTOSI,22/09/2013,0,0,0
2013-01143,FLOOD,SAN LUIS POTOSI,22/09/2013,0,0,0
2013-01142,FLOOD,GUANAJUATO,22/09/2013,0,0,0
2013-01141,FLOOD,GUANAJUATO,22/09/2013,0,0,0
2013-01140,FLOOD,GUANAJUATO,22/09/2013,400,0,0
2013-01139,HEATWAVE,SINALOA,17/09/2013,0,0,0
2013-01138,LANDSLIDE,HIDALGO,22/06/2013,0,0,0
2013-01137,LANDSLIDE,HIDALGO,22/06/2013,0,0,0
2013-01136,LANDSLIDE,HIDALGO,22/06/2013,0,0,0
2013-01135,FLOOD,COAHUILA,22/06/2013,0,0,0
2013-01134,FLOOD,COAHUILA,22/06/2013,0,0,0
2013-01133,FLOOD,COAHUILA,22/06/2013,0,0,0
2013-01132,FLOOD,COAHUILA,22/06/2013,0,0,0
2013-01131,FLOOD,COAHUILA,22/06/2013,0,0,0
2013-01130,RAIN,DISTRITO FEDERAL,22/06/2013,0,0,0
2013-01129,RAIN,DISTRITO FEDERAL,22/06/2013,0,0,0
2013-01128,RAIN,DISTRITO FEDERAL,22/06/2013,0,0,0
2013-01127,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01126,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01125,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01124,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01123,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01122,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01121,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01120,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01119,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01118,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01117,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01116,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01115,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01114,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01113,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01112,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01111,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01110,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01109,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01108,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01107,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01106,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01105,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01104,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01103,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01102,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01101,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01100,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01099,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01098,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01097,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01096,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01095,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01094,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01093,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01092,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01091,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01090,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01089,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01088,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01087,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01086,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01085,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01084,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01083,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01082,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01081,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01080,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01079,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01078,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01077,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01076,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01075,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01074,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01073,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01072,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01071,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01070,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01069,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01068,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01067,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01066,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01065,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01064,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01063,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01062,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01061,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01060,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01059,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01058,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01057,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01056,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01055,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01054,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01053,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01052,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01051,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01050,FLOOD,VERACRUZ,20/06/2013,0,0,0
2013-01049,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01048,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01047,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01046,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01045,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01044,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01043,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01042,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01041,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01040,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01039,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01038,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01037,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01036,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01035,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01034,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01033,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01032,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01031,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01030,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01029,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01028,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01027,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01026,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01025,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01024,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01023,PLAGUE,CHIAPAS,29/04/2013,0,0,0
2013-01022,RAIN,JALISCO,13/09/2013,0,0,0
2013-01021,RAIN,CHIAPAS,13/09/2013,0,0,0
2013-01020,FLOOD,CHIHUAHUA,13/09/2013,0,0,0
2013-01019,LANDSLIDE,HIDALGO,12/09/2013,0,0,0
2013-01018,LANDSLIDE,HIDALGO,12/09/2013,0,0,0
2013-01017,STORM,CHIHUAHUA,12/09/2013,500,0,0
2013-01016,STORM,BAJA CALIFORNIA,11/09/2013,0,0,0
2013-01015,LANDSLIDE,CHIAPAS,11/09/2013,0,0,0
2013-01014,RAIN,QUERETARO,11/09/2013,0,0,0
2013-01013,LANDSLIDE,VERACRUZ,11/09/2013,0,0,0
2013-01012,Intoxicación,TAMAULIPAS,10/09/2013,0,0,0
2013-01011,RAIN,OAXACA,05/09/2013,0,0,0
2013-01010,RAIN,OAXACA,05/09/2013,0,0,0
2013-01009,FLOOD,JALISCO,10/09/2013,0,0,0
2013-01008,FLOOD,JALISCO,10/09/2013,0,0,0
2013-01007,LANDSLIDE,JALISCO,10/09/2013,0,0,0
2013-01006,FLOOD,SINALOA,10/09/2013,0,0,0
