Serial,Event,&quot;Estado&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
2013-02362,RAIN,OAXACA,14/09/2013,0,0,0
2013-02361,RAIN,OAXACA,14/09/2013,0,0,0
2013-02360,RAIN,OAXACA,14/09/2013,0,0,0
2013-02359,RAIN,OAXACA,14/09/2013,0,0,0
2013-02358,RAIN,OAXACA,14/09/2013,0,0,0
2013-02357,RAIN,OAXACA,14/09/2013,0,0,0
2013-02356,RAIN,OAXACA,14/09/2013,0,0,0
2013-02355,RAIN,OAXACA,14/09/2013,0,0,0
2013-02354,RAIN,OAXACA,14/09/2013,0,0,0
2013-02353,RAIN,OAXACA,14/09/2013,0,0,0
2013-02352,RAIN,OAXACA,14/09/2013,0,0,0
2013-02351,RAIN,OAXACA,14/09/2013,0,0,0
2013-02350,RAIN,OAXACA,14/09/2013,0,0,0
2013-02349,RAIN,OAXACA,14/09/2013,0,0,0
2013-02348,RAIN,OAXACA,14/09/2013,0,0,0
2013-02347,RAIN,OAXACA,14/09/2013,0,0,0
2013-02346,RAIN,OAXACA,14/09/2013,0,0,0
2013-02345,RAIN,OAXACA,14/09/2013,0,0,0
2013-02344,RAIN,OAXACA,14/09/2013,0,0,0
2013-02343,RAIN,OAXACA,14/09/2013,0,0,0
2013-02342,RAIN,OAXACA,14/09/2013,0,0,0
2013-02341,RAIN,OAXACA,14/09/2013,0,0,0
2013-02340,RAIN,OAXACA,14/09/2013,0,0,0
2013-02339,RAIN,OAXACA,14/09/2013,0,0,0
2013-02338,RAIN,OAXACA,14/09/2013,0,0,0
2013-02337,RAIN,OAXACA,14/09/2013,0,0,0
2013-02336,RAIN,OAXACA,14/09/2013,0,0,0
2013-02335,RAIN,OAXACA,14/09/2013,0,0,0
2013-02334,RAIN,OAXACA,14/09/2013,0,0,0
2013-02333,RAIN,OAXACA,14/09/2013,0,0,0
2013-02332,RAIN,OAXACA,14/09/2013,0,0,0
2013-02331,RAIN,OAXACA,14/09/2013,0,0,0
2013-02330,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02329,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02328,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02327,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02326,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02325,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02324,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02323,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02322,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02321,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02320,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02319,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02318,FLOOD,VERACRUZ,21/09/2013,0,0,0
2013-02317,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02316,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02315,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02314,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02313,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02312,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02311,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02310,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02309,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02308,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02307,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02306,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02305,RAIN,VERACRUZ,14/09/2013,0,0,0
2013-02304,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02303,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02302,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02301,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02300,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02299,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02298,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02297,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02296,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02295,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02294,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02293,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02292,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02291,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02290,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02289,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02288,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02287,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02286,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02285,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02284,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02283,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02282,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02281,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02280,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02279,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02278,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02277,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02276,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02275,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02274,RAIN,HIDALGO,14/09/2013,0,0,0
2013-02273,RAIN,JALISCO,17/09/2013,0,0,0
2013-02272,RAIN,JALISCO,17/09/2013,0,0,0
2013-02271,RAIN,JALISCO,17/09/2013,0,0,0
2013-02270,RAIN,JALISCO,17/09/2013,0,0,0
2013-02269,RAIN,JALISCO,17/09/2013,0,0,0
2013-02268,RAIN,JALISCO,17/09/2013,0,0,0
2013-02267,RAIN,JALISCO,17/09/2013,0,0,0
2013-02266,RAIN,JALISCO,17/09/2013,0,0,0
2013-02265,RAIN,JALISCO,17/09/2013,0,0,0
2013-02264,RAIN,JALISCO,17/09/2013,0,0,0
2013-02263,RAIN,JALISCO,17/09/2013,0,0,0
2013-02262,RAIN,JALISCO,17/09/2013,0,0,0
2013-02261,RAIN,JALISCO,17/09/2013,0,0,0
2013-02260,RAIN,JALISCO,17/09/2013,0,0,0
2013-02259,RAIN,JALISCO,17/09/2013,0,0,0
2013-02258,RAIN,JALISCO,17/09/2013,0,0,0
2013-02257,RAIN,JALISCO,17/09/2013,0,0,0
2013-02256,RAIN,JALISCO,17/09/2013,0,0,0
2013-02255,RAIN,JALISCO,17/09/2013,0,0,0
2013-02254,RAIN,JALISCO,17/09/2013,0,0,0
2013-02253,RAIN,JALISCO,17/09/2013,0,0,0
2013-02252,RAIN,JALISCO,17/09/2013,0,0,0
2013-02251,RAIN,JALISCO,17/09/2013,0,0,0
2013-02250,RAIN,JALISCO,17/09/2013,0,0,0
2013-02249,RAIN,JALISCO,17/09/2013,0,0,0
2013-02248,RAIN,JALISCO,17/09/2013,0,0,0
2013-02247,RAIN,JALISCO,17/09/2013,0,0,0
2013-02246,RAIN,ZACATECAS,17/09/2013,0,0,0
2013-02245,RAIN,ZACATECAS,17/09/2013,0,0,0
2013-02244,RAIN,ZACATECAS,17/09/2013,0,0,0
2013-02243,RAIN,ZACATECAS,17/09/2013,0,0,0
2013-02242,RAIN,ZACATECAS,17/09/2013,0,0,0
2013-02241,RAIN,ZACATECAS,17/09/2013,0,0,0
2013-02240,RAIN,ZACATECAS,17/09/2013,0,0,0
2013-02239,RAIN,ZACATECAS,17/09/2013,0,0,0
2013-02238,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02237,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02236,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02235,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02234,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02233,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02232,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02231,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02230,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02229,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02228,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02227,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02226,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02225,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02224,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02223,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02222,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02221,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02220,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02219,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02218,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02217,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02216,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02215,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02213,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02212,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02211,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02210,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02209,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02208,RAIN,PUEBLA,17/09/2013,0,0,0
2013-02207,RAIN,BAJA CALIFORNIA SUR,22/09/2013,0,0,0
2013-02206,RAIN,BAJA CALIFORNIA SUR,22/09/2013,0,0,0
2013-02205,RAIN,BAJA CALIFORNIA SUR,22/09/2013,0,0,0
2013-02204,FLOOD,NAYARIT,22/09/2013,0,0,0
2013-02203,FLOOD,NAYARIT,22/09/2013,0,0,0
2013-02202,FLOOD,NAYARIT,22/09/2013,0,0,0
2013-02201,FLOOD,NAYARIT,22/09/2013,0,0,0
2013-02200,RAIN,DURANGO,20/09/2013,0,0,0
2013-02199,RAIN,DURANGO,20/09/2013,0,0,0
2013-02198,RAIN,DURANGO,20/09/2013,0,0,0
2013-02197,RAIN,DURANGO,20/09/2013,0,0,0
2013-02196,RAIN,DURANGO,20/09/2013,0,0,0
2013-02195,RAIN,DURANGO,20/09/2013,0,0,0
2013-02194,RAIN,DURANGO,20/09/2013,0,0,0
2013-02193,RAIN,DURANGO,20/09/2013,0,0,0
2013-02192,RAIN,DURANGO,20/09/2013,0,0,0
2013-02191,RAIN,DURANGO,20/09/2013,0,0,0
2013-02190,RAIN,DURANGO,20/09/2013,0,0,0
2013-02189,RAIN,DURANGO,20/09/2013,0,0,0
2013-02188,RAIN,DURANGO,20/09/2013,0,0,0
2013-02187,RAIN,DURANGO,20/09/2013,0,0,0
2013-02186,RAIN,DURANGO,20/09/2013,0,0,0
2013-02185,RAIN,DURANGO,20/09/2013,0,0,0
2013-02184,RAIN,DURANGO,20/09/2013,0,0,0
2013-02183,RAIN,DURANGO,20/09/2013,0,0,0
2013-02182,RAIN,DURANGO,20/09/2013,0,0,0
2013-02181,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02180,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02179,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02178,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02177,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02176,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02175,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02174,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02173,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02172,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02171,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02170,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02169,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02168,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02167,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02166,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02165,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02164,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02163,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02162,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02161,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02160,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02159,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02158,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02157,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02156,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02155,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02154,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02153,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02152,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02151,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02150,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02149,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02148,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02147,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02146,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02145,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02144,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02143,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02142,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02141,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02140,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02139,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02138,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02137,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02136,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02134,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02133,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02132,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02131,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02130,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02129,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02128,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02127,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02126,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02125,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02124,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02123,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02122,RAIN,GUERRERO,15/09/2013,0,0,0
2013-02121,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02120,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02119,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02118,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02117,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02116,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02115,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02114,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02113,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02112,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02111,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02110,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02109,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02108,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02107,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02106,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02105,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02104,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02103,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02102,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02101,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02100,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02099,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02098,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02097,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02096,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02095,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02094,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02093,RAIN,TAMAULIPAS,16/09/2013,0,0,0
2013-02092,RAIN,COLIMA,17/09/2013,0,0,0
2013-02091,RAIN,COLIMA,17/09/2013,0,0,0
2013-02090,RAIN,COLIMA,17/09/2013,0,0,0
2013-02089,RAIN,COLIMA,17/09/2013,0,0,0
2013-02088,RAIN,MICHOACAN,16/09/2013,0,0,0
2013-02087,RAIN,MICHOACAN,16/09/2013,0,0,0
2013-02086,RAIN,MICHOACAN,16/09/2013,0,0,0
2013-02085,RAIN,MICHOACAN,16/09/2013,0,0,0
2013-02084,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02083,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02082,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02081,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02080,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02079,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02078,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02077,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02076,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02075,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02074,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02073,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02072,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02071,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02070,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02069,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02068,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02067,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02066,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02065,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02064,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02063,RAIN,NUEVO LEON,17/09/2013,0,0,0
2013-02062,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02061,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02060,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02059,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02058,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02057,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02056,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02055,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02054,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02053,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02052,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02051,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02049,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02048,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02047,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02046,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02045,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02044,RAIN,SAN LUIS POTOSI,18/09/2013,0,0,0
2013-02043,RAIN,SINALOA,19/09/2013,0,0,0
2013-02042,RAIN,SINALOA,19/09/2013,0,0,0
2013-02041,RAIN,SINALOA,19/09/2013,0,0,0
2013-02040,RAIN,SINALOA,19/09/2013,0,0,0
2013-02039,RAIN,SINALOA,19/09/2013,0,0,0
2013-02038,RAIN,SINALOA,19/09/2013,0,0,0
2013-02037,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02036,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02035,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02034,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02033,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02032,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02031,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02030,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02029,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02028,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02027,DROUGHT,CHIHUAHUA,31/12/2013,0,0,0
2013-02026,DROUGHT,ESTADO DE MEXICO,31/12/2013,0,0,0
2013-02025,DROUGHT,ESTADO DE MEXICO,31/12/2013,0,0,0
2013-02024,DROUGHT,ESTADO DE MEXICO,31/12/2013,0,0,0
2013-02023,DROUGHT,ESTADO DE MEXICO,31/12/2013,0,0,0
2013-02022,DROUGHT,ESTADO DE MEXICO,31/12/2013,0,0,0
2013-02021,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02020,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02019,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02018,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02017,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02016,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02015,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02014,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02013,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02012,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02011,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02010,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02009,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02008,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02007,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02006,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02005,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02004,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02003,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02002,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02001,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-02000,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01999,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01998,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01997,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01996,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01995,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01994,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01993,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01992,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01991,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01990,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01989,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01988,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01987,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01986,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01985,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01984,DROUGHT,COAHUILA,31/12/2013,0,0,0
2013-01983,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01982,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01981,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01980,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01979,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01978,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01977,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01976,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01975,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01974,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01973,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01972,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01971,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01970,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01969,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01968,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01967,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01966,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01965,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01964,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01963,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01962,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01961,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01960,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01959,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01958,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01957,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01956,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01955,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01954,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01953,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01952,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01951,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01950,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01949,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01948,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01947,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01946,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01945,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01944,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01943,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01942,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01941,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01940,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01939,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01938,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01937,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01936,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01935,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01934,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01933,DROUGHT,NUEVO LEON,31/12/2013,0,0,0
2013-01932,DROUGHT,DURANGO,31/12/2013,0,0,0
2013-01931,DROUGHT,DURANGO,31/12/2013,0,0,0
2013-01930,DROUGHT,DURANGO,31/12/2013,0,0,0
