Serial,Event,&quot;Region&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
1092,EPIDEMIC,TADJOURAH,2010/10/0,0,0,0
1091,EPIDEMIC,TADJOURAH,2011/7/0,0,0,0
1090,EPIDEMIC,TADJOURAH,2010/2/0,0,0,0
1089,EPIDEMIC,TADJOURAH,2011/9/0,0,0,0
1088,EPIDEMIC,TADJOURAH,2011/10/0,0,0,0
1087,EPIDEMIC,TADJOURAH,2011/7/0,0,0,0
1086,EPIDEMIC,TADJOURAH,2009/7/0,0,0,0
1085,EPIDEMIC,TADJOURAH,2010/11/0,0,0,0
1084,EPIDEMIC,TADJOURAH,2010/9/0,0,0,0
1082,FLOOD,TADJOURAH,23/04/2002,0,0,0
1081,FLOOD,TADJOURAH,08/07/2002,0,0,0
1077,FLOOD,TADJOURAH,11/07/2003,0,0,0
1076,FLOOD,TADJOURAH,18/08/2003,0,0,0
1074,FLOOD,TADJOURAH,2009/7/0,0,0,0
1073,foudre,TADJOURAH,2010/10/0,0,0,0
1070,FLOOD,TADJOURAH,30/09/2006,0,0,0
1067,FLOOD,TADJOURAH,15/08/2008,0,0,0
1065,FLOOD,TADJOURAH,20/12/1990,0,0,0
1064,FLOOD,TADJOURAH,20/12/1990,0,0,0
1063,FLOOD,TADJOURAH,20/12/1990,0,0,0
1062,FLOOD,TADJOURAH,20/12/1990,0,0,0
1061,FLOOD,TADJOURAH,17/08/2004,0,0,0
1060,FLOOD,TADJOURAH,20/12/2008,0,0,0
1059,FLOOD,TADJOURAH,10/08/2011,0,0,0
1058,DROUGHT,TADJOURAH,2011/6/0,0,0,0
1057,DROUGHT,TADJOURAH,2011/5/0,0,0,0
1056,DROUGHT,TADJOURAH,2011/8/0,0,0,0
1055,DROUGHT,TADJOURAH,2011/8/0,0,0,0
1054,DROUGHT,TADJOURAH,2011/5/0,0,0,0
1053,DROUGHT,TADJOURAH,2011/7/0,0,0,0
1052,DROUGHT,TADJOURAH,2011/7/0,0,0,0
1051,DROUGHT,TADJOURAH,2011/7/0,0,0,0
1050,foudre,TADJOURAH,2011/0/0,0,0,0
1049,DROUGHT,TADJOURAH,2011/7/0,0,0,0
1048,FLOOD,TADJOURAH,1989/2/0,0,0,0
1047,FLOOD,TADJOURAH,1989/2/0,0,0,0
1046,FLOOD,TADJOURAH,1989/2/0,0,0,0
1045,FLOOD,TADJOURAH,1989/2/0,0,0,0
1042,Naufrage,TADJOURAH,20/05/1994,0,0,0
1041,Naufrage,TADJOURAH,20/08/1996,0,0,0
1039,ACCIDENT,TADJOURAH,16/12/2006,0,0,0
1036,EPIDEMIC,TADJOURAH,09/08/2007,0,0,0
1035,EPIDEMIC,OBOCK,2009/1/0,0,0,0
1034,EPIDEMIC,OBOCK,2009/1/0,0,0,0
1033,EPIDEMIC,OBOCK,2009/2/0,0,0,0
1032,EPIDEMIC,OBOCK,2009/2/0,0,0,0
1031,EPIDEMIC,OBOCK,2009/3/0,0,0,0
1030,EPIDEMIC,OBOCK,2009/3/0,0,0,0
1029,EPIDEMIC,OBOCK,2009/4/0,0,0,0
1028,EPIDEMIC,OBOCK,2009/4/0,0,0,0
1027,EPIDEMIC,OBOCK,2009/5/0,0,0,0
1026,EPIDEMIC,OBOCK,2009/5/0,0,0,0
1025,EPIDEMIC,OBOCK,2009/7/0,0,0,0
1024,EPIDEMIC,OBOCK,2009/6/0,0,0,0
1023,EPIDEMIC,OBOCK,2009/7/0,0,0,0
1022,EPIDEMIC,OBOCK,2009/7/0,0,0,0
1021,EPIDEMIC,OBOCK,2009/8/0,0,0,0
1020,EPIDEMIC,OBOCK,2009/9/0,0,0,0
1019,EPIDEMIC,OBOCK,2009/9/0,0,0,0
1018,EPIDEMIC,OBOCK,2009/10/0,0,0,0
1017,EPIDEMIC,OBOCK,2009/10/0,0,0,0
1016,EPIDEMIC,OBOCK,2009/10/0,0,0,0
1015,EPIDEMIC,OBOCK,2009/11/0,0,0,0
1014,EPIDEMIC,OBOCK,2009/5/0,0,0,0
1013,EPIDEMIC,OBOCK,2009/12/0,0,0,0
1012,EPIDEMIC,OBOCK,2009/1/0,0,0,0
1011,EPIDEMIC,OBOCK,2009/3/0,0,0,0
1010,EPIDEMIC,OBOCK,2009/8/0,0,0,0
1009,EPIDEMIC,OBOCK,2009/9/0,0,0,0
1008,EPIDEMIC,OBOCK,2009/9/0,0,0,0
1007,EPIDEMIC,OBOCK,2009/10/0,0,0,0
1006,EPIDEMIC,OBOCK,2009/12/0,0,0,0
1005,EPIDEMIC,OBOCK,2009/1/0,0,0,0
1004,EPIDEMIC,OBOCK,2009/2/0,0,0,0
1003,EPIDEMIC,OBOCK,2009/2/0,0,0,0
1002,EPIDEMIC,OBOCK,2009/3/0,0,0,0
1001,EPIDEMIC,OBOCK,2009/4/0,0,0,0
1000,EPIDEMIC,OBOCK,2009/9/0,0,0,0
999,EPIDEMIC,OBOCK,2009/4/0,0,0,0
998,EPIDEMIC,OBOCK,2009/5/0,0,0,0
997,EPIDEMIC,OBOCK,2009/8/0,0,0,0
996,EPIDEMIC,OBOCK,2009/8/0,0,0,0
995,EPIDEMIC,OBOCK,2009/10/0,0,0,0
994,EPIDEMIC,OBOCK,2009/10/0,0,0,0
993,EPIDEMIC,OBOCK,2009/11/0,0,0,0
992,EPIDEMIC,OBOCK,2009/11/0,0,0,0
991,EPIDEMIC,OBOCK,2009/9/0,0,0,0
990,EPIDEMIC,OBOCK,2009/9/0,0,0,0
989,EPIDEMIC,OBOCK,2009/12/0,0,0,0
988,EPIDEMIC,OBOCK,2009/12/0,0,0,0
987,EPIDEMIC,OBOCK,2009/9/0,0,0,0
986,EPIDEMIC,OBOCK,2006/6/0,0,0,0
985,EPIDEMIC,OBOCK,2006/10/0,0,0,0
984,EPIDEMIC,OBOCK,2006/11/0,0,0,0
983,EPIDEMIC,OBOCK,2006/9/0,0,0,0
982,EPIDEMIC,OBOCK,2011/6/0,0,0,0
981,EPIDEMIC,OBOCK,2011/0/0,0,0,0
980,EPIDEMIC,OBOCK,2011/4/0,0,0,0
979,EPIDEMIC,OBOCK,2011/0/0,0,0,0
978,EPIDEMIC,OBOCK,2011/2/0,0,0,0
977,EPIDEMIC,OBOCK,2011/5/0,0,0,0
976,EPIDEMIC,OBOCK,2011/10/0,0,0,0
975,EPIDEMIC,OBOCK,2011/6/0,0,0,0
974,EPIDEMIC,OBOCK,2011/2/0,0,0,0
973,EPIDEMIC,OBOCK,2011/5/0,0,0,0
972,EPIDEMIC,OBOCK,2011/9/0,0,0,0
971,EPIDEMIC,OBOCK,2011/8/0,0,0,0
970,EPIDEMIC,OBOCK,2011/6/0,0,0,0
969,EPIDEMIC,OBOCK,2010/1/0,0,0,0
968,EPIDEMIC,OBOCK,2010/4/0,0,0,0
967,EPIDEMIC,OBOCK,2010/7/0,0,0,0
966,EPIDEMIC,OBOCK,2010/8/0,0,0,0
965,EPIDEMIC,OBOCK,2010/9/0,0,0,0
964,EPIDEMIC,OBOCK,2010/5/0,0,0,0
963,EPIDEMIC,OBOCK,2010/11/0,0,0,0
962,EPIDEMIC,OBOCK,2010/12/0,0,0,0
961,EPIDEMIC,OBOCK,2010/1/0,0,0,0
960,EPIDEMIC,OBOCK,2010/5/0,0,0,0
959,EPIDEMIC,OBOCK,2010/6/0,0,0,0
958,EPIDEMIC,OBOCK,2010/9/0,0,0,0
957,EPIDEMIC,OBOCK,2010/10/0,0,0,0
956,EPIDEMIC,OBOCK,2010/12/0,0,0,0
955,EPIDEMIC,OBOCK,2011/4/0,0,0,0
954,EPIDEMIC,OBOCK,2011/8/0,0,0,0
953,EPIDEMIC,OBOCK,2010/1/0,0,0,0
952,EPIDEMIC,OBOCK,2010/9/0,0,0,0
951,EPIDEMIC,OBOCK,2010/10/0,0,0,0
950,EPIDEMIC,OBOCK,2010/1/0,0,0,0
949,EPIDEMIC,OBOCK,2010/1/0,0,0,0
948,EPIDEMIC,OBOCK,2010/3/0,0,0,0
947,EPIDEMIC,OBOCK,2010/1/0,0,0,0
946,EPIDEMIC,OBOCK,2010/9/0,0,0,0
945,EPIDEMIC,OBOCK,2010/10/0,0,0,0
944,EPIDEMIC,OBOCK,2010/10/0,0,0,0
943,EPIDEMIC,OBOCK,2009/4/0,0,0,0
942,EPIDEMIC,OBOCK,2009/12/0,0,0,0
941,EPIDEMIC,OBOCK,2009/2/0,0,0,0
940,EPIDEMIC,OBOCK,2010/4/0,0,0,0
939,EPIDEMIC,OBOCK,2009/9/0,0,0,0
938,EPIDEMIC,OBOCK,2009/10/0,0,0,0
937,EPIDEMIC,OBOCK,2009/4/0,0,0,0
936,EPIDEMIC,OBOCK,2009/2/0,0,0,0
935,EPIDEMIC,OBOCK,2009/4/0,0,0,0
934,EPIDEMIC,OBOCK,2009/8/0,0,0,0
933,EPIDEMIC,OBOCK,2009/12/0,0,0,0
932,Naufrage,OBOCK,17/12/2011,0,0,0
931,FLOOD,OBOCK,2010/0/0,0,0,0
930,Naufrage,OBOCK,2010/1/0,0,0,0
929,FLOOD,OBOCK,2004/0/0,0,0,0
928,FLOOD,OBOCK,2011/8/0,0,0,0
927,STORM,OBOCK,2009/7/0,0,10,0
925,DROUGHT,OBOCK,2009/0/0,0,0,0
924,DROUGHT,OBOCK,2004/0/0,0,0,0
923,DROUGHT,OBOCK,2001/0/0,0,0,0
922,FLOOD,OBOCK,2011/8/0,0,0,0
921,FLOOD,OBOCK,2007/0/0,0,0,0
920,FLOOD,OBOCK,1992/0/0,0,0,0
919,FLOOD,OBOCK,1987/0/0,0,0,0
918,STORM,OBOCK,2011/0/0,0,0,0
916,STORM,OBOCK,1989/0/0,0,0,0
