Serial,Event,&quot;County&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
25391,ROAD ACCIDENT,NAIROBI,02/10/2020,0,0,0
25389,ROAD ACCIDENT,MARSABIT,09/06/2020,0,0,0
25387,ROAD ACCIDENT,MACHAKOS,01/10/2020,0,0,0
25386,MUDSLIDE,BUNGOMA,08/06/2020,0,0,0
25385,FIRE,MURANGA,23/03/2020,0,0,0
25384,DROWNING,TAITA-TAVETA,08/06/2020,0,0,0
25383,DROWNING,MERU,23/03/2020,0,0,0
25382,DROWNING,MACHAKOS,01/10/2020,0,0,0
25381,DROWNING,MACHAKOS,08/06/2020,0,0,0
25377,ROAD ACCIDENT,BUNGOMA,13/11/2020,0,0,0
25380,ROAD ACCIDENT,NAKURU,01/10/2020,0,0,0
25378,DROWNING,MURANGA,08/06/2020,0,0,0
25379,DROWNING,BOMET,01/10/2020,0,0,0
25376,DROWNING,KISII,01/10/2020,0,0,0
25374,DROWNING,NAIROBI,08/06/2020,0,0,0
25371,DROWNING,KITUI,27/04/2020,0,0,0
25370,FLOOD,SIAYA,27/04/2020,0,0,0
25369,ANIMAL INCIDENT,KIAMBU,01/12/2020,0,0,0
25368,ROAD ACCIDENT,KIAMBU,28/04/2020,0,0,0
25367,ROAD ACCIDENT,KISII,28/04/2020,0,0,0
25366,ROAD ACCIDENT,LAIKIPIA,28/04/2020,0,0,0
25365,DROWNING,MIGORI,28/04/2020,0,0,0
25364,ANIMAL INCIDENT,NAROK,08/06/2020,0,0,0
25363,ROAD ACCIDENT,NAKURU,08/06/2020,0,0,0
25362,ROAD ACCIDENT,VIHIGA,08/06/2020,0,0,0
25357,ROAD ACCIDENT,EMBU,14/03/2020,0,0,0
25359,ROAD ACCIDENT,KIRINYAGA,08/06/2020,0,0,0
25360,DROWNING,KILIFI,13/03/2020,0,0,0
25358,DROWNING,KILIFI,13/03/2020,0,0,0
25354,DROWNING,NYANDARUA,02/11/2020,0,0,0
25355,ROAD ACCIDENT,KIRINYAGA,08/06/2020,0,0,0
25356,DROWNING,BOMET,13/03/2020,0,0,0
25349,FIRE,KAJIADO,14/03/2020,0,0,5000
25353,FIRE,MACHAKOS,30/11/2020,0,0,0
25351,ROAD ACCIDENT,KAJIADO,07/06/2020,0,0,0
25352,WINDSTORM,MOMBASA,13/03/2020,0,0,0
25350,ROAD ACCIDENT,BUNGOMA,30/11/2020,0,0,0
25347,DROWNING,MIGORI,02/11/2020,0,0,0
25348,ROAD ACCIDENT,MARSABIT,13/03/2020,0,0,0
25346,DROWNING,KIRINYAGA,07/06/2020,0,0,0
25345,DROWNING,MACHAKOS,12/03/2020,0,0,0
25344,DROWNING,BOMET,07/06/2020,0,0,0
25340,DROWNING,NYAMIRA,02/11/2020,0,0,0
25343,DROWNING,UASIN-GISHU,30/11/2020,0,0,0
25341,DROWNING,KITUI,12/03/2020,0,0,0
25339,ROAD ACCIDENT,NYANDARUA,11/03/2020,0,0,0
25338,FIRE,NYANDARUA,14/03/2020,0,0,150000
25336,ROAD ACCIDENT,NAKURU,13/11/2020,0,0,0
25337,ROAD ACCIDENT,NAKURU,11/03/2020,0,0,0
25335,ROAD ACCIDENT,KIAMBU,11/03/2020,0,0,0
25334,ROAD ACCIDENT,NAIROBI,14/11/2020,0,0,0
25333,DROWNING,NAIROBI,11/03/2020,0,0,0
25331,ROAD ACCIDENT,KITUI,02/11/2020,0,0,0
25332,ROAD ACCIDENT,NAIROBI,11/03/2020,0,0,0
25330,ROAD ACCIDENT,NAIROBI,13/11/2020,0,0,0
25329,ROAD ACCIDENT,TANA-RIVER,11/03/2020,0,0,0
25328,ROAD ACCIDENT,NAIROBI,13/11/2020,0,0,0
25324,FIRE,HOMABAY,15/03/2020,0,0,0
25326,DROWNING,EMBU,11/03/2020,0,0,0
25321,ROAD ACCIDENT,KIAMBU,02/11/2020,0,0,0
25325,DROWNING,BARINGO,11/03/2020,0,0,0
25322,ROAD ACCIDENT,MURANGA,30/11/2020,0,0,0
25323,ROAD ACCIDENT,MAKUENI,05/09/2020,0,0,0
25320,ROAD ACCIDENT,KERICHO,06/09/2020,0,0,0
25319,WINDSTORM,KERICHO,10/03/2020,0,0,0
25318,DROWNING,KERICHO,05/09/2020,0,0,0
25317,ROAD ACCIDENT,SIAYA,10/03/2020,0,0,0
25316,DROWNING,MACHAKOS,06/09/2020,0,0,0
25314,ROAD ACCIDENT,MOMBASA,02/11/2020,0,0,0
25315,ROAD ACCIDENT,KAKAMEGA,10/03/2020,0,0,0
25311,DROWNING,MACHAKOS,06/09/2020,0,0,0
25312,ROAD ACCIDENT,HOMABAY,10/03/2020,0,0,0
25309,ROAD ACCIDENT,BUNGOMA,10/03/2020,0,0,0
25310,ROAD ACCIDENT,MACHAKOS,06/09/2020,0,0,0
25308,ROAD ACCIDENT,LAIKIPIA,02/11/2020,0,0,0
25307,FIRE,KWALE,10/03/2020,0,0,0
25306,FIRE,NAIROBI,10/03/2020,0,0,0
25303,FIRE,MACHAKOS,01/11/2020,0,0,0
25305,DROWNING,KIRINYAGA,10/03/2020,0,0,0
25302,DROWNING,GARISSA,07/03/2020,0,0,0
25301,DROWNING,KIRINYAGA,11/11/2020,0,0,0
25300,ROAD ACCIDENT,GARISSA,09/03/2020,0,0,0
25299,DROWNING,KISUMU,11/11/2020,0,0,0
25298,ROAD ACCIDENT,NAIROBI,11/11/2020,0,0,0
25297,ANIMAL INCIDENT,HOMABAY,09/11/2020,0,0,0
25296,ROAD ACCIDENT,BUNGOMA,09/11/2020,0,0,0
25295,ROAD ACCIDENT,NYAMIRA,10/11/2020,0,0,0
25294,ROAD ACCIDENT,TAITA-TAVETA,10/11/2020,0,0,0
25293,ROAD ACCIDENT,KAJIADO,09/11/2020,0,0,0
25292,DROWNING,KWALE,09/11/2020,0,0,0
25291,ROAD ACCIDENT,NAIROBI,30/11/2020,0,0,0
25289,ROAD ACCIDENT,MURANGA,10/11/2020,0,0,0
25290,DROWNING,WEST POKOT,07/09/2020,0,0,0
25288,DROWNING,MERU,07/09/2020,0,0,0
25287,DROWNING,KISUMU,11/11/2020,0,0,0
25286,DROWNING,NANDI,07/09/2020,0,0,0
25285,ROAD ACCIDENT,NAIROBI,11/11/2020,0,0,0
25284,FIRE,NAKURU,07/09/2020,0,0,0
25283,ROAD ACCIDENT,KAJIADO,30/11/2020,0,0,0
25282,DROWNING,KIRINYAGA,11/11/2020,0,0,0
25281,CONFLICT,TAITA-TAVETA,07/09/2020,0,0,0
25280,ROAD ACCIDENT,NAROK,07/09/2020,0,0,0
25279,DROWNING,TRANS-NZOIA,24/05/2020,0,0,0
25276,ROAD ACCIDENT,BUNGOMA,07/09/2020,0,0,0
25278,ROAD ACCIDENT,MURANGA,07/06/2020,0,0,0
25277,ELECTROCUTION,NAIROBI,09/03/2020,0,0,0
25275,ROAD ACCIDENT,NYERI,03/07/2020,0,0,0
25273,DROWNING,NAKURU,24/05/2020,0,0,0
25274,ROAD ACCIDENT,KISII,07/06/2020,0,0,0
25272,ROAD ACCIDENT,NAIROBI,07/09/2020,0,0,0
25271,ROAD ACCIDENT,MURANGA,09/03/2020,0,0,0
25270,ANIMAL INCIDENT,MERU,30/11/2020,0,0,0
25269,ROAD ACCIDENT,NAIROBI,07/09/2020,0,0,0
25268,ROAD ACCIDENT,MERU,30/11/2020,0,0,0
25267,ROAD ACCIDENT,MERU,07/06/2020,0,0,0
25266,ROAD ACCIDENT,MERU,07/03/2020,0,0,0
25264,DROWNING,SIAYA,07/06/2020,0,0,0
25265,WINDSTORM,MAKUENI,08/03/2020,0,0,0
25263,DROWNING,NANDI,30/11/2020,0,0,0
25262,ROAD ACCIDENT,BUNGOMA,30/11/2020,0,0,0
25260,ROAD ACCIDENT,KIAMBU,04/09/2020,0,0,0
25261,DROWNING,NAROK,30/11/2020,0,0,0
25259,DROWNING,KAKAMEGA,04/09/2020,0,0,0
25258,ROAD ACCIDENT,MACHAKOS,08/03/2020,0,0,0
25257,FIRE,HOMABAY,07/06/2020,0,0,0
25256,ROAD ACCIDENT,KIAMBU,08/03/2020,0,0,0
25255,DROWNING,KERICHO,04/09/2020,0,0,0
25253,ELECTROCUTION,LAIKIPIA,24/03/2020,0,0,0
25252,ROAD ACCIDENT,NAKURU,07/06/2020,0,0,0
25254,ROAD ACCIDENT,NAIROBI,08/03/2020,0,0,0
25251,ROAD ACCIDENT,NAIROBI,30/11/2020,0,0,0
25249,ROAD ACCIDENT,NAIROBI,05/09/2020,0,0,0
25250,FIRE,NAKURU,24/05/2020,0,0,100000
25248,ROAD ACCIDENT,MAKUENI,23/03/2020,0,0,0
25246,DROWNING,MURANGA,08/03/2020,0,0,0
25247,ROAD ACCIDENT,KIRINYAGA,30/11/2020,0,0,0
25245,DROWNING,NAROK,06/06/2020,0,0,0
25243,FIRE,NAKURU,07/03/2020,0,0,0
25244,ROAD ACCIDENT,NAIROBI,24/03/2020,0,0,0
25240,WINDSTORM,NYAMIRA,04/09/2020,0,0,0
25241,DROWNING,NYERI,06/06/2020,0,0,0
25239,FIRE,TRANS-NZOIA,08/03/2020,0,0,0
25236,ROAD ACCIDENT,NAIROBI,24/03/2020,0,0,0
25238,DROWNING,TRANS-NZOIA,06/03/2020,0,0,0
25237,ROAD ACCIDENT,KIAMBU,06/06/2020,0,0,0
25235,ROAD ACCIDENT,MACHAKOS,04/08/2020,0,0,0
25234,CONFLICT,NAROK,24/05/2020,0,0,0
25233,FIRE,KIAMBU,07/06/2020,0,0,0
25232,FIRE,KAKAMEGA,31/08/2020,0,0,0
25230,DROWNING,NYANDARUA,07/03/2020,0,0,0
25226,ROAD ACCIDENT,KIRINYAGA,24/05/2020,0,0,0
25229,DROWNING,KIAMBU,06/06/2020,0,0,0
25228,ROAD ACCIDENT,KAJIADO,01/09/2020,0,0,0
25227,FIRE,KWALE,07/03/2020,0,0,0
25225,DROWNING,KITUI,07/06/2020,0,0,0
25222,ROAD ACCIDENT,NAIROBI,31/08/2020,0,0,0
25223,ROAD ACCIDENT,NAIROBI,30/11/2020,0,0,0
25216,ELECTROCUTION,MACHAKOS,06/06/2020,0,0,0
25221,ROAD ACCIDENT,NAIROBI,07/03/2020,0,0,0
25218,ROAD ACCIDENT,MARSABIT,24/05/2020,0,0,0
25220,ROAD ACCIDENT,NAIROBI,01/09/2020,0,0,0
25219,WINDSTORM,KAJIADO,06/03/2020,0,0,0
25217,ROAD ACCIDENT,ISIOLO,06/03/2020,0,0,0
25215,DROWNING,SIAYA,23/03/2020,0,0,0
25207,DROWNING,NAROK,06/03/2020,0,0,0
25213,ROAD ACCIDENT,KIAMBU,05/06/2020,0,0,0
25212,DROWNING,LAIKIPIA,24/05/2020,0,0,0
25211,DROWNING,KIAMBU,05/06/2020,0,0,0
25210,DROWNING,UASIN-GISHU,05/06/2020,0,0,0
25209,DROWNING,KIAMBU,25/05/2020,0,0,0
25208,DROWNING,MURANGA,05/06/2020,0,0,0
25204,ROAD ACCIDENT,MOMBASA,30/09/2020,0,0,0
25203,ELECTROCUTION,NAIROBI,26/05/2020,0,0,0
25205,ROAD ACCIDENT,NAIROBI,05/06/2020,0,0,0
25201,FLOOD,KISUMU,05/03/2020,0,0,0
25202,ROAD ACCIDENT,HOMABAY,05/06/2020,0,0,0
25197,ROAD ACCIDENT,NAKURU,24/03/2020,0,0,0
25199,DROWNING,NYERI,26/05/2020,0,0,0
25200,ROAD ACCIDENT,NAIROBI,30/09/2020,0,0,0
25198,ROAD ACCIDENT,WEST POKOT,05/06/2020,0,0,0
25194,ELECTROCUTION,MIGORI,04/03/2020,0,0,0
25196,WINDSTORM,NAIROBI,30/09/2020,0,0,0
25191,ROAD ACCIDENT,KILIFI,04/06/2020,0,0,0
25195,ROAD ACCIDENT,KAJIADO,28/05/2020,0,0,0
25192,ROAD ACCIDENT,NAIROBI,25/03/2020,0,0,0
25193,WINDSTORM,NAIROBI,30/09/2020,0,0,0
25190,DROWNING,KWALE,28/05/2020,0,0,0
25189,ROAD ACCIDENT,MAKUENI,30/09/2020,0,0,0
25188,FIRE,TAITA-TAVETA,04/06/2020,0,0,0
25186,FIRE,MIGORI,28/05/2020,0,0,0
25187,FIRE,LAIKIPIA,30/11/2020,0,0,0
25185,ROAD ACCIDENT,NAIROBI,24/03/2020,0,0,0
25184,DROWNING,BUSIA,04/06/2020,0,0,0
25182,FIRE,HOMABAY,29/09/2020,0,0,0
25183,FIRE,LAIKIPIA,04/03/2020,0,0,0
25181,ROAD ACCIDENT,NAIROBI,23/03/2020,0,0,0
25180,ROAD ACCIDENT,NAIROBI,04/06/2020,0,0,0
25173,DROWNING,MANDERA,30/09/2020,0,0,0
25178,ROAD ACCIDENT,BOMET,23/03/2020,0,0,0
25179,ROAD ACCIDENT,NAIROBI,04/06/2020,0,0,0
25177,FIRE,BUSIA,30/11/2020,0,0,0
25175,DROWNING,KILIFI,04/06/2020,0,0,0
25174,DROWNING,KWALE,30/11/2020,0,0,0
25172,ROAD ACCIDENT,NAIROBI,30/11/2020,0,0,0
25168,DROWNING,NAKURU,04/06/2020,0,0,0
25171,ROAD ACCIDENT,LAIKIPIA,2020/3/224,0,0,0
25170,ROAD ACCIDENT,NAIROBI,30/11/2020,0,0,0
25169,FIRE,KISUMU,30/09/2020,0,0,0
25167,ROAD ACCIDENT,LAIKIPIA,25/03/2020,0,0,0
25165,ROAD ACCIDENT,UASIN-GISHU,30/11/2020,0,0,0
25166,DROWNING,KAKAMEGA,03/06/2020,0,0,0
25161,ROAD ACCIDENT,BUSIA,24/03/2020,0,0,0
25164,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25162,DROWNING,MARSABIT,03/06/2020,0,0,0
25163,ROAD ACCIDENT,BOMET,04/03/2020,0,0,0
25159,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25159,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25160,ROAD ACCIDENT,MERU,04/03/2020,0,0,0
25159,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25156,ROAD ACCIDENT,NAIROBI,28/08/2020,0,0,0
25156,ROAD ACCIDENT,NAIROBI,28/08/2020,0,0,0
25158,FIRE,KAKAMEGA,30/09/2020,0,0,0
25157,FIRE,NAKURU,03/06/2020,0,0,0
25156,ROAD ACCIDENT,NAIROBI,28/08/2020,0,0,0
25154,DROWNING,NYAMIRA,25/03/2020,0,0,0
25151,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25151,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25151,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25151,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25155,DROWNING,BARINGO,30/11/2020,0,0,0
25151,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25153,DROWNING,NAIROBI,03/06/2020,0,0,0
25151,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25151,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25151,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25152,ROAD ACCIDENT,NAIROBI,03/06/2020,0,0,0
25150,ROAD ACCIDENT,BUNGOMA,03/03/2020,0,0,0
25149,ROAD ACCIDENT,NAIROBI,26/03/2020,0,0,0
25148,ROAD ACCIDENT,SIAYA,03/06/2020,0,0,0
25147,ROAD ACCIDENT,KAJIADO,26/03/2020,0,0,0
25146,ROAD ACCIDENT,NAIROBI,03/03/2020,0,0,0
25145,ROAD ACCIDENT,VIHIGA,03/06/2020,0,0,0
25142,ROAD ACCIDENT,MERU,26/03/2020,0,0,0
25143,ROAD ACCIDENT,NYANDARUA,03/03/2020,0,0,0
25144,THUNDERSTORM,NYERI,03/06/2020,0,0,0
25141,ROAD ACCIDENT,MAKUENI,03/06/2020,0,0,0
25140,ROAD ACCIDENT,BUSIA,03/03/2020,0,0,0
25139,ROAD ACCIDENT,SIAYA,26/03/2020,0,0,0
25138,DROWNING,MAKUENI,03/06/2020,0,0,0
25137,DROWNING,KITUI,02/06/2020,0,0,0
25136,DROWNING,MACHAKOS,02/06/2020,0,0,0
25134,ROAD ACCIDENT,NYERI,26/03/2020,0,0,0
25135,ROAD ACCIDENT,NAKURU,02/06/2020,0,0,0
25133,ROAD ACCIDENT,NAKURU,03/03/2020,0,0,0
25132,ROAD ACCIDENT,KISII,02/06/2020,0,0,0
25131,ROAD ACCIDENT,MIGORI,03/03/2020,0,0,0
25130,ROAD ACCIDENT,MAKUENI,02/06/2020,0,0,0
25129,DROWNING,KIAMBU,03/03/2020,0,0,0
25128,DROWNING,MAKUENI,02/06/2020,0,0,0
25126,DROWNING,KERICHO,03/03/2020,0,0,0
25125,ROAD ACCIDENT,MERU,01/06/2020,0,0,0
25124,DROWNING,MURANGA,03/03/2020,0,0,0
25123,ROAD ACCIDENT,KAJIADO,30/05/2020,0,0,0
25122,DROWNING,BUNGOMA,26/03/2020,0,0,0
25121,DROWNING,NAROK,31/05/2020,0,0,0
25120,DROWNING,BUNGOMA,26/03/2020,0,0,0
25119,DROWNING,HOMABAY,31/05/2020,0,0,0
25118,ROAD ACCIDENT,NAROK,31/05/2020,0,0,0
25117,FIRE,MACHAKOS,26/03/2020,0,0,0
25115,ROAD ACCIDENT,KAKAMEGA,31/05/2020,0,0,0
25116,DROWNING,MURANGA,26/03/2020,0,0,0
25114,ROAD ACCIDENT,NAIROBI,01/06/2020,0,0,0
25110,DROWNING,MURANGA,26/03/2020,0,0,0
25112,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25111,DROWNING,MURANGA,03/03/2020,0,0,0
25108,ROAD ACCIDENT,TAITA-TAVETA,27/03/2020,0,0,0
25107,ROAD ACCIDENT,MERU,27/03/2020,0,0,0
25106,FIRE,KAKAMEGA,27/03/2020,0,0,0
25105,DROWNING,NYANDARUA,27/03/2020,0,0,0
25104,DROWNING,SIAYA,27/03/2020,0,0,0
25103,ROAD ACCIDENT,MURANGA,01/11/2020,0,0,0
25102,ROAD ACCIDENT,MERU,01/11/2020,0,0,0
25101,DROWNING,MOMBASA,01/11/2020,0,0,0
25100,FIRE,NAIROBI,01/11/2020,0,0,0
25099,ELECTROCUTION,NAIROBI,01/11/2020,0,0,0
25098,ROAD ACCIDENT,NAIROBI,01/11/2020,0,0,0
25097,ROAD ACCIDENT,KIAMBU,01/11/2020,0,0,0
25096,ROAD ACCIDENT,KIAMBU,01/11/2020,0,0,0
25090,DROWNING,KWALE,31/08/2020,0,0,0
25095,ROAD ACCIDENT,NAIROBI,02/03/2020,0,0,0
25094,ROAD ACCIDENT,NAIROBI,02/03/2020,0,0,0
25093,ROAD ACCIDENT,NAIROBI,26/11/2020,0,0,0
25092,FIRE,NAIROBI,02/03/2020,0,0,0
25091,ROAD ACCIDENT,KIAMBU,28/03/2020,0,0,0
25088,ROAD ACCIDENT,KISII,31/05/2020,0,0,0
25087,ROAD ACCIDENT,NAIROBI,02/03/2020,0,0,0
25089,ROAD ACCIDENT,KIAMBU,28/03/2020,0,0,0
25086,DROWNING,NYANDARUA,01/09/2020,0,0,0
25084,ROAD ACCIDENT,KIRINYAGA,31/05/2020,0,0,0
25083,ROAD ACCIDENT,MERU,28/03/2020,0,0,0
25081,ROAD ACCIDENT,KIRINYAGA,31/05/2020,0,0,0
25080,DROWNING,HOMABAY,29/03/2020,0,0,0
25079,ROAD ACCIDENT,NAIROBI,26/11/2020,0,0,0
25078,ROAD ACCIDENT,MURANGA,02/03/2020,0,0,0
25077,ROAD ACCIDENT,NAIROBI,28/05/2020,0,0,0
25076,DROWNING,KIAMBU,29/03/2020,0,0,0
25073,ROAD ACCIDENT,NYANDARUA,31/05/2020,0,0,0
25075,DROWNING,HOMABAY,03/02/2020,0,0,0
25074,FIRE,KILIFI,01/09/2020,0,1,0
25071,DROWNING,BUSIA,29/03/2020,0,0,0
25072,DROWNING,KERICHO,29/05/2020,0,0,0
25068,DROWNING,TURKANA,31/05/2020,0,0,0
25069,DROWNING,KAKAMEGA,02/03/2020,0,0,0
25067,DROWNING,WEST POKOT,02/03/2020,0,0,0
25066,DROWNING,NAIROBI,29/03/2020,0,0,0
25061,DROWNING,KWALE,02/03/2020,0,0,0
25063,ROAD ACCIDENT,NAIROBI,29/03/2020,0,0,0
25064,ROAD ACCIDENT,MERU,30/05/2020,0,0,0
25060,ROAD ACCIDENT,NAIROBI,29/03/2020,0,0,0
25059,ROAD ACCIDENT,KIAMBU,01/11/2020,0,0,0
25058,FIRE,MOMBASA,01/03/2020,0,0,0
25056,ROAD ACCIDENT,NAIROBI,29/03/2020,0,0,0
25054,ROAD ACCIDENT,MERU,31/05/2020,0,0,0
25053,ROAD ACCIDENT,KISII,31/08/2020,0,0,0
25052,DROWNING,NYERI,31/05/2020,0,0,0
25051,ROAD ACCIDENT,KIAMBU,28/03/2020,0,0,0
25050,ROAD ACCIDENT,NAROK,30/05/2020,0,0,0
25047,ROAD ACCIDENT,NAIROBI,26/11/2020,0,0,0
25045,ROAD ACCIDENT,NAIROBI,31/05/2020,0,0,0
25042,DROWNING,MURANGA,29/05/2020,0,0,0
25044,ROAD ACCIDENT,MERU,29/03/2020,0,0,0
25041,ROAD ACCIDENT,NAIROBI,31/05/2020,0,0,0
25040,ROAD ACCIDENT,KILIFI,29/03/2020,0,0,0
25039,DROWNING,MACHAKOS,30/05/2020,0,0,0
25038,FIRE,SIAYA,29/03/2020,0,0,0
25034,CONFLICT,NANDI,26/11/2020,0,0,0
25037,LANDSLIDE,SIAYA,30/05/2020,0,0,0
25032,DROWNING,SIAYA,30/05/2020,0,0,0
25031,FIRE,GARISSA,31/08/2020,0,0,0
25030,ROAD ACCIDENT,KIAMBU,29/05/2020,0,0,0
25029,ROAD ACCIDENT,BOMET,30/05/2020,0,0,0
25027,ROAD ACCIDENT,MAKUENI,01/11/2020,0,0,0
25028,ROAD ACCIDENT,NAKURU,29/05/2020,0,0,0
25024,ROAD ACCIDENT,NAROK,01/11/2020,0,0,0
25021,ROAD ACCIDENT,KERICHO,01/11/2020,0,0,0
25020,ROAD ACCIDENT,NYERI,30/05/2020,0,0,0
25019,ELECTROCUTION,KISUMU,31/10/2020,0,0,0
25018,ROAD ACCIDENT,NAIROBI,30/05/2020,0,0,0
25017,ROAD ACCIDENT,KISUMU,31/10/2020,0,0,0
25016,ROAD ACCIDENT,KAKAMEGA,30/05/2020,0,0,0
25015,ROAD ACCIDENT,TAITA-TAVETA,31/10/2020,0,0,0
25013,ROAD ACCIDENT,WEST POKOT,31/10/2020,0,0,0
25011,ROAD ACCIDENT,KISUMU,29/05/2020,0,0,0
25010,ROAD ACCIDENT,KAKAMEGA,29/05/2020,0,0,0
25007,FIRE,MACHAKOS,31/08/2020,0,1,0
25006,ELECTROCUTION,KISUMU,31/10/2020,0,0,0
25005,ROAD ACCIDENT,KIRINYAGA,31/10/2020,0,0,0
25004,DROWNING,VIHIGA,31/10/2020,0,0,0
25002,DROWNING,HOMABAY,31/08/2020,0,0,0
25001,ROAD ACCIDENT,BARINGO,31/10/2020,0,0,0
25000,DROWNING,BARINGO,31/10/2020,0,0,0
24997,DROWNING,KIRINYAGA,31/08/2020,0,0,0
24999,ROAD ACCIDENT,NAIROBI,01/11/2020,0,0,0
24998,DROWNING,NAIROBI,31/10/2020,0,0,0
24995,DROWNING,MERU,31/08/2020,0,0,0
24989,ELECTROCUTION,KILIFI,30/10/2020,0,0,0
24987,DROWNING,BUNGOMA,30/10/2020,0,0,0
24985,CONFLICT,KAKAMEGA,29/05/2020,0,0,0
24986,DROWNING,KISUMU,30/10/2020,0,0,0
24984,DROWNING,TAITA-TAVETA,30/10/2020,0,0,0
24982,ROAD ACCIDENT,HOMABAY,30/10/2020,0,0,0
24981,ROAD ACCIDENT,BARINGO,30/10/2020,0,0,0
24980,ROAD ACCIDENT,KISUMU,30/10/2020,0,0,0
24979,ROAD ACCIDENT,EMBU,30/10/2020,0,0,0
24978,ROAD ACCIDENT,MANDERA,30/10/2020,0,0,0
24977,ROAD ACCIDENT,KITUI,30/10/2020,0,0,0
24976,ROAD ACCIDENT,KIAMBU,31/10/2020,0,0,0
24974,ROAD ACCIDENT,NAIROBI,30/10/2020,0,0,0
24973,ROAD ACCIDENT,NAIROBI,30/10/2020,0,0,0
24972,ROAD ACCIDENT,NAIROBI,30/10/2020,0,0,0
24967,ROAD ACCIDENT,KAJIADO,22/11/2020,0,0,0
24966,ROAD ACCIDENT,NYANDARUA,11/03/2020,0,0,0
24964,ROAD ACCIDENT,KIRINYAGA,02/03/2020,0,0,0
24963,ROAD ACCIDENT,KILIFI,02/03/2020,0,0,0
24962,ROAD ACCIDENT,NAROK,02/03/2020,0,0,0
24961,ROAD ACCIDENT,,25/02/2020,0,0,0
24959,ROAD ACCIDENT,NAIROBI,19/02/2020,0,0,0
24958,ROAD ACCIDENT,MURANGA,18/02/2020,0,0,0
24957,ROAD ACCIDENT,BUSIA,18/02/2020,0,0,0
24956,DROWNING,HOMABAY,18/02/2020,0,0,0
24955,DROWNING,MACHAKOS,18/02/2020,0,0,0
24953,DROWNING,KIAMBU,18/02/2020,0,0,0
24952,DROWNING,SIAYA,18/02/2020,0,0,0
24951,DROWNING,KAJIADO,18/02/2020,0,0,0
24950,ROAD ACCIDENT,MOMBASA,16/02/2020,0,0,0
24949,ROAD ACCIDENT,NAIROBI,16/02/2020,0,0,0
24948,DROWNING,NAIROBI,16/02/2020,0,0,0
24947,ELECTROCUTION,NAROK,16/02/2020,0,0,0
24946,DROWNING,MACHAKOS,16/02/2020,0,0,0
24945,ROAD ACCIDENT,MERU,16/02/2020,0,0,0
24944,DROWNING,KEIYO-MARAKWET,16/02/2020,0,0,0
24943,ROAD ACCIDENT,WAJIR,17/02/2020,0,0,0
24942,ROAD ACCIDENT,TANA-RIVER,16/02/2020,0,0,0
24941,DROWNING,KILIFI,17/02/2020,0,0,0
24940,FIRE,NYAMIRA,17/02/2020,0,0,0
24931,ROAD ACCIDENT,NAIROBI,13/01/2020,0,0,0
24930,LIGHTNING,UASIN-GISHU,13/01/2020,0,0,0
24929,FIRE,MANDERA,14/01/2020,0,0,0
24927,FIRE,MACHAKOS,14/01/2020,0,0,0
24926,DROWNING,TAITA-TAVETA,16/01/2020,0,0,0
24925,WINDSTORM,MARSABIT,16/01/2020,0,0,0
24924,ROAD ACCIDENT,NAIROBI,16/01/2020,0,0,0
24923,ROAD ACCIDENT,NAIROBI,16/01/2020,0,0,0
24922,ROAD ACCIDENT,BARINGO,16/01/2020,0,0,0
24920,ROAD ACCIDENT,NAIROBI,28/12/2019,0,0,0
24919,ROAD ACCIDENT,KAKAMEGA,27/12/2019,0,0,0
24918,ROAD ACCIDENT,TAITA-TAVETA,28/12/2019,0,0,0
24917,ROAD ACCIDENT,MOMBASA,12/12/2019,0,0,0
24916,TERROR ATTACK,MANDERA,29/12/2019,0,0,0
24915,ROAD ACCIDENT,TAITA-TAVETA,29/12/2019,0,0,0
24914,ROAD ACCIDENT,TRANS-NZOIA,29/12/2019,0,0,0
24913,DROWNING,KAKAMEGA,28/12/2019,0,0,0
24912,ROAD ACCIDENT,BOMET,29/12/2019,0,0,0
24911,ROAD ACCIDENT,NAIROBI,29/12/2019,0,0,0
24910,ROAD ACCIDENT,NYANDARUA,29/12/2019,0,0,0
24909,ROAD ACCIDENT,MERU,29/12/2019,0,0,0
24908,FIRE,MERU,28/12/2019,0,0,0
24907,ELECTROCUTION,NYAMIRA,28/12/2019,0,0,0
24905,ROAD ACCIDENT,NAKURU,29/11/2019,0,0,0
24904,ROAD ACCIDENT,TANA-RIVER,29/11/2019,0,0,0
24903,ROAD ACCIDENT,MAKUENI,27/11/2019,0,0,0
24902,ROAD ACCIDENT,MERU,29/11/2019,0,0,0
