Serial,Event,&quot;County&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
24901,FIRE,KIRINYAGA,28/11/2019,0,0,0
24900,ROAD ACCIDENT,KILIFI,29/11/2019,0,0,0
24898,ROAD ACCIDENT,BARINGO,29/11/2019,0,0,0
24897,ROAD ACCIDENT,BUSIA,29/11/2019,0,0,0
24896,FIRE,KERICHO,29/11/2019,0,0,0
24895,DROWNING,MACHAKOS,28/11/2019,0,0,0
24894,ROAD ACCIDENT,NAIROBI,29/11/2019,0,0,0
24893,STRUCTURAL COLLAPSE,NAIROBI,29/11/2019,0,0,0
24892,ROAD ACCIDENT,NAIROBI,29/11/2019,0,0,0
24887,ROAD ACCIDENT,KERICHO,03/12/2019,0,0,0
24886,ROAD ACCIDENT,KISUMU,21/05/2019,0,0,0
24885,ROAD ACCIDENT,TAITA-TAVETA,20/11/2019,0,0,0
24884,ROAD ACCIDENT,NAIROBI,20/11/2019,0,0,0
24883,ROAD ACCIDENT,KAKAMEGA,19/11/2019,0,0,0
24882,ROAD ACCIDENT,KISII,18/11/2019,0,0,0
24881,ROAD ACCIDENT,NANDI,18/11/2019,0,0,0
24880,ROAD ACCIDENT,MAKUENI,18/11/2019,0,0,0
24879,ROAD ACCIDENT,KIAMBU,18/11/2019,0,0,0
24878,ROAD ACCIDENT,NAIROBI,17/11/2019,0,0,0
24877,ROAD ACCIDENT,MERU,17/11/2019,0,0,0
24876,ROAD ACCIDENT,KISUMU,17/11/2019,0,0,0
24875,ROAD ACCIDENT,KISII,17/11/2019,0,0,0
24874,ROAD ACCIDENT,NAIROBI,17/11/2019,0,0,0
24873,ROAD ACCIDENT,NAKURU,17/11/2019,0,0,0
24872,ROAD ACCIDENT,NAKURU,16/11/2019,0,0,0
24871,ROAD ACCIDENT,NAKURU,16/11/2019,0,0,0
24870,ROAD ACCIDENT,KILIFI,16/11/2019,0,0,0
24869,ROAD ACCIDENT,MAKUENI,15/11/2019,0,0,0
24868,ROAD ACCIDENT,UASIN-GISHU,16/11/2019,0,0,0
24867,ROAD ACCIDENT,MURANGA,16/11/2019,0,0,0
24866,ROAD ACCIDENT,KIAMBU,15/11/2019,0,0,0
24865,ROAD ACCIDENT,NYANDARUA,14/11/2019,0,0,0
24864,ROAD ACCIDENT,BUNGOMA,14/11/2019,0,0,0
24863,ROAD ACCIDENT,NYAMIRA,14/11/2019,0,0,0
24862,ROAD ACCIDENT,NANDI,14/11/2019,0,0,0
24861,ROAD ACCIDENT,KAKAMEGA,13/11/2019,0,0,0
24860,ROAD ACCIDENT,NAIROBI,13/11/2019,0,0,0
24859,ROAD ACCIDENT,KILIFI,13/11/2019,0,0,0
24858,ROAD ACCIDENT,NYANDARUA,11/11/2019,0,0,0
24857,ROAD ACCIDENT,NAIROBI,11/11/2019,0,0,0
24856,ROAD ACCIDENT,NAIROBI,09/11/2019,0,0,0
24855,ROAD ACCIDENT,NAIROBI,11/11/2019,0,0,0
24854,ROAD ACCIDENT,NAIROBI,11/11/2019,0,0,0
24853,ROAD ACCIDENT,NAIROBI,10/11/2019,0,0,0
24852,ROAD ACCIDENT,NYERI,10/11/2019,0,0,0
24851,ROAD ACCIDENT,MACHAKOS,10/11/2019,0,0,0
24850,ROAD ACCIDENT,KIAMBU,10/11/2019,0,0,0
24849,ROAD ACCIDENT,KISUMU,10/11/2019,0,0,0
24848,ROAD ACCIDENT,KISII,09/11/2019,0,0,0
24847,ROAD ACCIDENT,NAIROBI,10/11/2019,0,0,0
24846,ROAD ACCIDENT,KERICHO,10/11/2019,0,0,0
24845,ROAD ACCIDENT,KERICHO,09/11/2019,0,0,0
24844,ROAD ACCIDENT,MAKUENI,10/11/2019,0,0,0
24843,ROAD ACCIDENT,BUNGOMA,10/11/2019,0,0,0
24842,ROAD ACCIDENT,TRANS-NZOIA,09/11/2019,0,0,0
24841,ROAD ACCIDENT,NYANDARUA,09/11/2019,0,0,0
24840,ROAD ACCIDENT,NAIROBI,10/11/2019,0,0,0
24839,ROAD ACCIDENT,NAKURU,09/11/2019,0,0,0
24838,ROAD ACCIDENT,MACHAKOS,09/11/2019,0,0,0
24837,ROAD ACCIDENT,BUNGOMA,08/11/2019,0,0,0
24836,ROAD ACCIDENT,TRANS-NZOIA,08/11/2019,0,0,0
24835,ROAD ACCIDENT,BUNGOMA,07/11/2019,0,0,0
24834,ROAD ACCIDENT,KISII,07/11/2019,0,0,0
24833,ROAD ACCIDENT,MACHAKOS,06/11/2019,0,0,0
24832,ROAD ACCIDENT,MERU,06/11/2019,0,0,0
24831,ROAD ACCIDENT,BUNGOMA,04/11/2019,0,0,0
24830,ROAD ACCIDENT,MOMBASA,04/11/2019,0,0,0
24829,ROAD ACCIDENT,NAIROBI,19/11/2019,0,0,0
24828,ROAD ACCIDENT,NAIROBI,03/11/2019,0,0,0
24827,ROAD ACCIDENT,LAMU,04/11/2019,0,0,0
24826,ROAD ACCIDENT,KISUMU,04/11/2019,0,0,0
24825,ROAD ACCIDENT,MACHAKOS,04/11/2019,0,0,0
24824,ROAD ACCIDENT,TRANS-NZOIA,18/10/2019,0,0,0
24823,ROAD ACCIDENT,BARINGO,26/10/2019,0,0,0
24822,ROAD ACCIDENT,KAJIADO,26/10/2019,0,0,0
24821,ROAD ACCIDENT,KIAMBU,26/10/2019,0,0,0
24820,ROAD ACCIDENT,KIRINYAGA,24/10/2019,0,0,0
24819,ROAD ACCIDENT,BOMET,24/10/2019,0,0,0
24818,ROAD ACCIDENT,TANA-RIVER,23/10/2019,0,0,0
24817,ROAD ACCIDENT,MURANGA,24/10/2019,0,0,0
24816,ROAD ACCIDENT,NAIROBI,24/10/2019,0,0,0
24815,ROAD ACCIDENT,NAKURU,24/10/2019,0,0,0
24814,ROAD ACCIDENT,NAIROBI,25/10/2019,0,0,0
24813,ROAD ACCIDENT,NAIROBI,23/10/2019,0,0,0
24812,ROAD ACCIDENT,TAITA-TAVETA,23/10/2019,0,0,0
24811,ROAD ACCIDENT,KWALE,23/10/2019,0,0,0
24810,ROAD ACCIDENT,THARAKA-NITHI,23/10/2019,0,0,0
24809,ROAD ACCIDENT,NAKURU,23/10/2019,0,0,0
24808,ROAD ACCIDENT,KISII,23/10/2019,0,0,0
24807,ROAD ACCIDENT,BUNGOMA,22/10/2019,0,0,0
24806,ROAD ACCIDENT,NAROK,22/10/2019,0,0,0
24805,ROAD ACCIDENT,LAIKIPIA,21/10/2019,0,0,0
24804,ROAD ACCIDENT,GARISSA,22/10/2019,0,0,0
24803,ROAD ACCIDENT,EMBU,22/10/2019,0,0,0
24802,ROAD ACCIDENT,KISII,22/10/2019,0,0,0
24801,ROAD ACCIDENT,KISII,20/10/2019,0,0,0
24799,ROAD ACCIDENT,MERU,06/11/2019,0,0,0
24798,ROAD ACCIDENT,KAKAMEGA,06/11/2019,0,0,0
24797,ROAD ACCIDENT,NAIROBI,06/11/2019,0,0,0
24796,ROAD ACCIDENT,KILIFI,13/11/2019,0,0,0
24795,ROAD ACCIDENT,MURANGA,12/11/2019,0,0,0
24793,ROAD ACCIDENT,BUNGOMA,21/05/2019,0,0,0
24792,ROAD ACCIDENT,NANDI,20/05/2019,0,0,0
24791,ROAD ACCIDENT,KAKAMEGA,20/05/2019,0,0,0
24790,ROAD ACCIDENT,NAIROBI,20/05/2019,0,0,0
24789,ROAD ACCIDENT,NAIROBI,20/05/2019,0,0,0
24788,ROAD ACCIDENT,NAIROBI,20/05/2019,0,0,0
24786,ROAD ACCIDENT,NAIROBI,20/05/2019,0,0,0
24785,ROAD ACCIDENT,KERICHO,20/05/2019,0,0,0
24784,ROAD ACCIDENT,KISUMU,20/05/2019,0,0,0
24783,ROAD ACCIDENT,HOMABAY,11/11/2019,0,0,0
24782,ROAD ACCIDENT,MACHAKOS,20/05/2019,0,0,0
24781,ROAD ACCIDENT,NAIROBI,20/05/2019,0,0,0
24780,ROAD ACCIDENT,NAIROBI,19/05/2019,0,0,0
24779,ROAD ACCIDENT,NAROK,19/05/2019,0,0,0
24778,ROAD ACCIDENT,KISII,11/11/2019,0,0,0
24777,ROAD ACCIDENT,NAIROBI,18/05/2019,0,0,0
24776,ROAD ACCIDENT,NAIROBI,11/11/2019,0,0,0
24775,ROAD ACCIDENT,MAKUENI,17/05/2019,0,0,0
24774,ROAD ACCIDENT,WEST POKOT,11/11/2019,0,0,0
24773,ROAD ACCIDENT,BOMET,18/05/2019,0,0,0
24772,ROAD ACCIDENT,KAKAMEGA,17/05/2019,0,0,0
24771,ROAD ACCIDENT,NAIROBI,17/05/2019,0,0,0
24770,ROAD ACCIDENT,NAIROBI,17/05/2019,0,0,0
24769,ROAD ACCIDENT,NAIROBI,11/11/2019,0,0,0
24768,ROAD ACCIDENT,NAIROBI,17/05/2019,0,0,0
24767,ROAD ACCIDENT,NAIROBI,17/05/2019,0,0,0
24766,ROAD ACCIDENT,MERU,17/05/2019,0,0,0
24764,ROAD ACCIDENT,MURANGA,17/05/2019,0,0,0
24763,ROAD ACCIDENT,NAIROBI,16/05/2019,0,0,0
24762,ROAD ACCIDENT,NAIROBI,17/05/2019,0,0,0
24761,ROAD ACCIDENT,MAKUENI,16/05/2019,0,0,0
24760,ROAD ACCIDENT,MOMBASA,19/10/2019,0,0,0
24759,ROAD ACCIDENT,NAIROBI,20/10/2019,0,0,0
24758,ROAD ACCIDENT,KISII,20/10/2019,0,0,0
24756,ROAD ACCIDENT,TRANS-NZOIA,01/11/2019,0,0,0
24755,ROAD ACCIDENT,NAIROBI,02/11/2019,0,0,0
24754,ROAD ACCIDENT,NAIROBI,01/11/2019,0,0,0
24753,ROAD ACCIDENT,SIAYA,01/11/2019,0,0,0
24751,ROAD ACCIDENT,MERU,30/10/2019,0,0,0
24750,ROAD ACCIDENT,GARISSA,30/10/2019,0,0,0
24749,ROAD ACCIDENT,SIAYA,30/10/2019,0,0,0
24748,ROAD ACCIDENT,KAJIADO,29/10/2019,0,0,0
24747,ROAD ACCIDENT,MAKUENI,30/10/2019,0,0,0
24746,ROAD ACCIDENT,NAIROBI,30/10/2019,0,0,0
24745,ROAD ACCIDENT,NAIROBI,29/10/2019,0,0,0
24744,ROAD ACCIDENT,KIAMBU,30/10/2019,0,0,0
24743,ROAD ACCIDENT,EMBU,28/10/2019,0,0,0
24742,ROAD ACCIDENT,MOMBASA,29/10/2019,0,0,0
24741,ROAD ACCIDENT,NAKURU,24/10/2019,0,0,0
24740,ROAD ACCIDENT,KIAMBU,03/11/2019,0,0,0
24739,ROAD ACCIDENT,THARAKA-NITHI,03/11/2019,0,0,0
24738,ROAD ACCIDENT,MURANGA,02/11/2019,0,0,0
24737,ROAD ACCIDENT,NAKURU,04/11/2019,0,0,0
24736,ROAD ACCIDENT,KAKAMEGA,04/11/2019,0,0,0
24735,ROAD ACCIDENT,NAIROBI,04/11/2019,0,0,0
24734,ROAD ACCIDENT,BUNGOMA,04/11/2019,0,0,0
24733,ROAD ACCIDENT,NYAMIRA,04/11/2019,0,0,0
24732,ROAD ACCIDENT,NYAMIRA,17/10/2019,0,0,0
24731,ROAD ACCIDENT,MACHAKOS,17/10/2019,0,0,0
24730,ROAD ACCIDENT,NAIROBI,04/11/2019,0,0,0
24729,ROAD ACCIDENT,KIRINYAGA,04/11/2019,0,0,0
24728,ROAD ACCIDENT,KAJIADO,04/11/2019,0,0,0
24727,ROAD ACCIDENT,KISUMU,04/11/2019,0,0,0
24726,ROAD ACCIDENT,KITUI,04/11/2019,0,0,0
24725,ROAD ACCIDENT,NAIROBI,14/10/2019,0,0,0
24724,ROAD ACCIDENT,NAIROBI,2019/14/14,0,0,0
24723,ROAD ACCIDENT,VIHIGA,04/11/2019,0,0,0
24722,ROAD ACCIDENT,MOMBASA,15/10/2019,0,0,0
24721,ROAD ACCIDENT,KIRINYAGA,04/11/2019,0,0,0
24720,ROAD ACCIDENT,NAIROBI,15/10/2019,0,0,0
24719,ROAD ACCIDENT,NAIROBI,15/10/2019,0,0,0
24718,ROAD ACCIDENT,NAIROBI,04/11/2019,0,0,0
24716,ROAD ACCIDENT,NAIROBI,15/10/2019,0,0,0
24715,ROAD ACCIDENT,NAIROBI,13/10/2019,0,0,0
24714,ROAD ACCIDENT,NAIROBI,04/11/2019,0,0,0
24713,ROAD ACCIDENT,LAIKIPIA,13/10/2019,0,0,0
24712,ROAD ACCIDENT,NAIROBI,29/10/2019,0,0,0
24711,ROAD ACCIDENT,VIHIGA,31/10/2019,0,0,0
24710,ROAD ACCIDENT,NAIROBI,12/10/2019,0,0,0
24708,ROAD ACCIDENT,KAKAMEGA,12/10/2019,0,0,0
24707,ROAD ACCIDENT,KISII,11/10/2019,0,0,0
24706,ROAD ACCIDENT,KISUMU,12/10/2019,0,0,0
24705,ROAD ACCIDENT,LAIKIPIA,10/10/2019,0,0,0
24704,ROAD ACCIDENT,NAIROBI,11/10/2019,0,0,0
24703,ROAD ACCIDENT,NAIROBI,10/10/2019,0,0,0
24702,ROAD ACCIDENT,TAITA-TAVETA,10/10/2019,0,0,0
24701,ROAD ACCIDENT,MACHAKOS,10/10/2019,0,0,0
24700,ROAD ACCIDENT,MACHAKOS,10/10/2019,0,0,0
24699,ROAD ACCIDENT,NAKURU,09/10/2019,0,0,0
24698,ROAD ACCIDENT,BUNGOMA,10/10/2019,0,0,0
24697,ROAD ACCIDENT,NYERI,12/10/2019,0,0,0
24696,ROAD ACCIDENT,KEIYO-MARAKWET,11/10/2019,0,0,0
24695,ROAD ACCIDENT,KITUI,11/10/2019,0,0,0
24694,ROAD ACCIDENT,NAIROBI,11/10/2019,0,0,0
24693,ROAD ACCIDENT,NAIROBI,11/10/2019,0,0,0
24692,ROAD ACCIDENT,NAIROBI,11/10/2019,0,0,0
24691,ROAD ACCIDENT,NAIROBI,08/10/2019,0,0,0
24690,ROAD ACCIDENT,NAIROBI,07/10/2019,0,0,0
24689,ROAD ACCIDENT,NAIROBI,07/10/2019,0,0,0
24688,ROAD ACCIDENT,NAIROBI,07/10/2019,0,0,0
24687,ROAD ACCIDENT,NAIROBI,07/10/2019,0,0,0
24686,ROAD ACCIDENT,MURANGA,08/10/2019,0,0,0
24685,ROAD ACCIDENT,SIAYA,08/10/2019,0,0,0
24684,ROAD ACCIDENT,TURKANA,08/10/2019,0,0,0
24683,ROAD ACCIDENT,NAKURU,08/10/2019,0,0,0
24682,ROAD ACCIDENT,BARINGO,08/10/2019,0,0,0
24681,ROAD ACCIDENT,BARINGO,08/10/2019,0,0,0
24680,ROAD ACCIDENT,KISUMU,08/10/2019,0,0,0
24679,ROAD ACCIDENT,KISUMU,08/10/2019,0,0,0
24678,ROAD ACCIDENT,KISII,08/10/2019,0,0,0
24677,ROAD ACCIDENT,NAKURU,09/10/2019,0,0,0
24676,ROAD ACCIDENT,THARAKA-NITHI,07/10/2019,0,0,0
24675,ROAD ACCIDENT,KILIFI,07/10/2019,0,0,0
24674,ROAD ACCIDENT,KISII,07/10/2019,0,0,0
24673,ROAD ACCIDENT,BOMET,07/10/2019,0,0,0
24672,ROAD ACCIDENT,NAKURU,02/10/2019,0,0,0
24671,ROAD ACCIDENT,KISII,02/10/2019,0,0,0
24670,ROAD ACCIDENT,KAJIADO,02/10/2019,0,0,0
24669,ROAD ACCIDENT,NAROK,01/10/2019,0,0,0
24668,ROAD ACCIDENT,KERICHO,01/10/2019,0,0,0
24667,ROAD ACCIDENT,NAIROBI,07/10/2019,0,0,0
24666,ROAD ACCIDENT,NAIROBI,07/10/2019,0,0,0
24665,ROAD ACCIDENT,MURANGA,06/10/2019,0,0,0
24664,ROAD ACCIDENT,MIGORI,06/10/2019,0,0,0
24663,ROAD ACCIDENT,EMBU,28/10/2019,0,0,0
24662,ROAD ACCIDENT,VIHIGA,05/10/2019,0,0,0
24661,ROAD ACCIDENT,NAIROBI,07/10/2019,0,0,0
24660,ROAD ACCIDENT,NAIROBI,07/10/2019,0,0,0
24659,ROAD ACCIDENT,MURANGA,06/10/2019,0,0,0
24658,ROAD ACCIDENT,MIGORI,06/10/2019,0,0,0
24657,ROAD ACCIDENT,KILIFI,03/10/2019,0,0,0
24656,ROAD ACCIDENT,KILIFI,03/10/2019,0,0,0
24655,ROAD ACCIDENT,NAKURU,03/10/2019,0,0,0
24654,ROAD ACCIDENT,KIAMBU,04/10/2019,0,0,0
24653,ROAD ACCIDENT,MOMBASA,04/10/2019,0,0,0
24651,ROAD ACCIDENT,NAKURU,04/10/2019,0,0,0
24649,ROAD ACCIDENT,KERICHO,16/05/2019,0,0,0
24648,ROAD ACCIDENT,NAIROBI,16/05/2019,0,0,0
24647,ROAD ACCIDENT,KWALE,16/05/2019,0,0,0
24646,ROAD ACCIDENT,KISUMU,16/05/2019,0,0,0
24646,ROAD ACCIDENT,KISUMU,16/05/2019,0,0,0
24643,ROAD ACCIDENT,KIRINYAGA,16/05/2019,0,0,0
24642,ROAD ACCIDENT,NAKURU,17/05/2019,0,0,0
24641,ROAD ACCIDENT,NAKURU,17/05/2019,0,0,0
24640,ROAD ACCIDENT,BOMET,16/05/2019,0,0,0
24639,ROAD ACCIDENT,BOMET,16/05/2019,0,0,0
24638,ROAD ACCIDENT,NAIROBI,14/05/2019,0,0,0
24637,ROAD ACCIDENT,HOMABAY,15/05/2019,0,0,0
24636,ROAD ACCIDENT,NAIROBI,29/10/2019,0,0,0
24635,ROAD ACCIDENT,NAIROBI,14/05/2019,0,0,0
24634,ROAD ACCIDENT,MACHAKOS,14/05/2019,0,0,0
24633,ROAD ACCIDENT,MACHAKOS,14/05/2019,0,0,0
24632,ROAD ACCIDENT,LAMU,14/05/2019,0,0,0
24631,ROAD ACCIDENT,VIHIGA,13/05/2019,0,0,0
24630,ROAD ACCIDENT,KISUMU,10/05/2019,0,0,0
24630,ROAD ACCIDENT,KISUMU,10/05/2019,0,0,0
24629,ROAD ACCIDENT,MAKUENI,11/05/2019,0,0,0
24628,ROAD ACCIDENT,MACHAKOS,12/05/2019,0,0,0
24627,ROAD ACCIDENT,KISUMU,12/05/2019,0,0,0
24624,ROAD ACCIDENT,TANA-RIVER,13/05/2019,0,0,0
24623,ROAD ACCIDENT,KERICHO,29/10/2019,0,0,0
24623,ROAD ACCIDENT,KERICHO,29/10/2019,0,0,0
24622,ROAD ACCIDENT,KISUMU,04/10/2019,0,0,0
24621,ROAD ACCIDENT,NAIROBI,04/10/2019,0,0,0
24620,ROAD ACCIDENT,NAIROBI,04/10/2019,0,0,0
24619,ROAD ACCIDENT,NAIROBI,05/10/2019,0,0,0
24618,ROAD ACCIDENT,BUNGOMA,05/10/2019,0,0,0
24617,ROAD ACCIDENT,VIHIGA,05/10/2019,0,0,0
24616,ROAD ACCIDENT,KISII,05/10/2019,0,0,0
24615,ROAD ACCIDENT,VIHIGA,05/10/2019,0,0,0
24614,ROAD ACCIDENT,NAIROBI,04/10/2019,0,0,0
24613,ROAD ACCIDENT,NAKURU,03/10/2019,0,0,0
24612,ROAD ACCIDENT,KILIFI,03/10/2019,0,0,0
24611,ROAD ACCIDENT,KILIFI,03/10/2019,0,0,0
24610,ROAD ACCIDENT,TAITA-TAVETA,01/10/2019,0,0,0
24609,ROAD ACCIDENT,EMBU,01/10/2019,0,0,0
24608,ROAD ACCIDENT,NANDI,01/10/2019,0,0,0
24607,ROAD ACCIDENT,NYERI,01/10/2019,0,0,0
24606,ROAD ACCIDENT,KIRINYAGA,01/10/2019,0,0,0
24605,ROAD ACCIDENT,BOMET,30/09/2019,0,0,0
24604,ROAD ACCIDENT,MACHAKOS,29/09/2019,0,0,0
24603,ROAD ACCIDENT,KIAMBU,21/10/2019,0,0,0
24602,ROAD ACCIDENT,HOMABAY,21/10/2019,0,0,0
24601,ROAD ACCIDENT,NAIROBI,22/10/2019,0,0,0
24600,ROAD ACCIDENT,KISII,29/09/2019,0,0,0
24599,ROAD ACCIDENT,MERU,30/09/2019,0,0,0
24598,ROAD ACCIDENT,NAROK,30/09/2019,0,0,0
24597,ROAD ACCIDENT,KIRINYAGA,30/09/2019,0,0,0
24596,ROAD ACCIDENT,WEST POKOT,29/09/2019,0,0,0
24595,ROAD ACCIDENT,NAIROBI,29/09/2019,0,0,0
24593,ROAD ACCIDENT,TANA-RIVER,13/05/2019,0,0,0
24591,ROAD ACCIDENT,KIRINYAGA,12/05/2019,0,0,0
24590,ROAD ACCIDENT,MERU,10/05/2019,0,0,0
24589,ROAD ACCIDENT,NAIROBI,11/05/2019,0,0,0
24588,ROAD ACCIDENT,KERICHO,10/05/2019,0,0,0
24587,ROAD ACCIDENT,VIHIGA,10/05/2019,0,0,0
24586,ROAD ACCIDENT,MERU,10/05/2019,0,0,0
24585,ROAD ACCIDENT,NAIROBI,10/05/2019,0,0,0
24584,ROAD ACCIDENT,KITUI,10/05/2019,0,0,0
24583,ROAD ACCIDENT,MIGORI,09/05/2019,0,0,0
24582,ROAD ACCIDENT,BUSIA,09/05/2019,0,0,0
24581,ROAD ACCIDENT,NAIROBI,08/05/2019,0,0,0
24580,ROAD ACCIDENT,MARSABIT,08/05/2019,0,0,0
24579,ROAD ACCIDENT,BUSIA,08/05/2019,0,0,0
24578,ROAD ACCIDENT,MERU,08/05/2019,0,0,0
24577,ROAD ACCIDENT,VIHIGA,07/05/2019,0,0,0
24576,ROAD ACCIDENT,NAIROBI,06/05/2019,0,0,0
24575,ROAD ACCIDENT,BUNGOMA,05/05/2019,0,0,0
24574,ROAD ACCIDENT,MERU,06/05/2019,0,0,0
24573,ROAD ACCIDENT,NAIROBI,05/05/2019,0,0,0
24572,ROAD ACCIDENT,MAKUENI,04/05/2019,0,0,0
24571,ROAD ACCIDENT,MACHAKOS,04/05/2019,0,0,0
24570,ROAD ACCIDENT,BUSIA,04/05/2019,0,0,0
24569,ROAD ACCIDENT,KILIFI,04/05/2019,0,0,0
24568,ROAD ACCIDENT,NAIROBI,04/05/2019,0,0,0
24567,ROAD ACCIDENT,KWALE,03/05/2019,0,0,0
24566,ROAD ACCIDENT,MURANGA,03/05/2019,0,0,0
24565,ROAD ACCIDENT,KISUMU,03/05/2019,0,0,0
24564,ROAD ACCIDENT,MAKUENI,03/05/2019,0,0,0
24563,ROAD ACCIDENT,MERU,03/05/2019,0,0,0
24562,ROAD ACCIDENT,NANDI,04/05/2019,0,0,0
24561,ROAD ACCIDENT,MAKUENI,30/04/2019,0,0,0
24560,ROAD ACCIDENT,NAIROBI,29/04/2019,0,0,0
24559,ROAD ACCIDENT,MURANGA,29/04/2019,0,0,0
24558,ROAD ACCIDENT,KAKAMEGA,29/04/2019,0,0,0
24557,ROAD ACCIDENT,EMBU,28/04/2019,0,0,0
24556,ROAD ACCIDENT,MAKUENI,28/04/2019,0,0,0
24555,ROAD ACCIDENT,KIAMBU,29/04/2019,0,0,0
24554,ROAD ACCIDENT,KIAMBU,29/04/2019,0,0,0
24553,ROAD ACCIDENT,MURANGA,30/04/2019,0,0,0
24552,ROAD ACCIDENT,MURANGA,29/04/2019,0,0,0
24551,ROAD ACCIDENT,TRANS-NZOIA,30/04/2019,0,0,0
24549,ROAD ACCIDENT,BARINGO,29/04/2019,0,0,0
24548,ROAD ACCIDENT,KISII,29/04/2019,0,0,0
24547,ROAD ACCIDENT,NAIROBI,27/04/2019,0,0,0
24546,ROAD ACCIDENT,KIAMBU,28/04/2019,0,0,0
24545,ROAD ACCIDENT,KIAMBU,28/04/2019,0,0,0
24544,ROAD ACCIDENT,NAIROBI,24/10/2019,0,0,0
24543,ROAD ACCIDENT,MARSABIT,27/04/2019,0,0,0
24542,ROAD ACCIDENT,NAIROBI,27/04/2019,0,0,0
24541,ROAD ACCIDENT,KISII,27/04/2019,0,0,0
24540,ROAD ACCIDENT,LAIKIPIA,27/04/2019,0,0,0
24539,ROAD ACCIDENT,KITUI,24/04/2019,0,0,0
24538,ROAD ACCIDENT,KIAMBU,25/04/2019,0,0,0
24537,ROAD ACCIDENT,NAIROBI,25/04/2019,0,0,0
24536,ROAD ACCIDENT,NAIROBI,25/04/2019,0,0,0
24535,ROAD ACCIDENT,MOMBASA,27/04/2019,0,0,0
24534,ROAD ACCIDENT,KEIYO-MARAKWET,26/04/2019,0,0,0
24533,ROAD ACCIDENT,NAIROBI,27/04/2019,0,0,0
24532,ROAD ACCIDENT,TAITA-TAVETA,26/04/2019,0,0,0
24531,ROAD ACCIDENT,BUSIA,26/04/2019,0,0,0
24530,ROAD ACCIDENT,NAKURU,24/04/2019,0,0,0
24529,ROAD ACCIDENT,KIRINYAGA,24/04/2019,0,0,0
24528,ROAD ACCIDENT,NAIROBI,24/04/2019,0,0,0
24527,ROAD ACCIDENT,NAIROBI,24/04/2019,0,0,0
24526,ROAD ACCIDENT,NAIROBI,24/04/2019,0,0,0
24525,ROAD ACCIDENT,NAIROBI,23/10/2019,0,0,0
24524,ROAD ACCIDENT,THARAKA-NITHI,21/04/2019,0,0,0
24523,ROAD ACCIDENT,THARAKA-NITHI,21/04/2019,0,0,0
24522,ROAD ACCIDENT,KAKAMEGA,22/04/2019,0,0,0
24521,ROAD ACCIDENT,KIAMBU,22/04/2019,0,0,0
24520,ROAD ACCIDENT,KILIFI,23/04/2019,0,0,0
24519,ROAD ACCIDENT,NAIROBI,22/04/2019,0,0,0
24518,ROAD ACCIDENT,MURANGA,22/04/2019,0,0,0
24517,ROAD ACCIDENT,MURANGA,21/04/2019,0,0,0
24516,ROAD ACCIDENT,BUNGOMA,21/04/2019,0,0,0
24515,ROAD ACCIDENT,KISUMU,19/04/2019,0,0,0
24514,ROAD ACCIDENT,KILIFI,20/04/2019,0,0,0
24513,ROAD ACCIDENT,MAKUENI,20/04/2019,0,0,0
24512,ROAD ACCIDENT,KIAMBU,20/04/2019,0,0,0
24511,ROAD ACCIDENT,TAITA-TAVETA,20/04/2019,0,0,0
24510,ROAD ACCIDENT,LAIKIPIA,20/04/2019,0,0,0
24509,ROAD ACCIDENT,NAIROBI,20/04/2019,0,0,0
24508,ROAD ACCIDENT,NAIROBI,20/04/2019,0,0,0
24507,ROAD ACCIDENT,NAIROBI,21/04/2019,0,0,0
24506,ROAD ACCIDENT,NAIROBI,21/04/2019,0,0,0
24505,ROAD ACCIDENT,EMBU,18/04/2019,0,0,0
24504,ROAD ACCIDENT,BARINGO,19/04/2019,0,0,0
24503,ROAD ACCIDENT,MURANGA,18/04/2019,0,0,0
24502,ROAD ACCIDENT,NAIROBI,19/04/2019,0,0,0
24501,ROAD ACCIDENT,NAIROBI,18/04/2019,0,0,0
24500,ROAD ACCIDENT,NAIROBI,19/04/2019,0,0,0
24499,ROAD ACCIDENT,MACHAKOS,19/04/2019,0,0,0
24498,ROAD ACCIDENT,KITUI,19/04/2019,0,0,0
24497,ROAD ACCIDENT,NAKURU,19/04/2019,0,0,0
24496,ROAD ACCIDENT,TRANS-NZOIA,17/04/2019,0,0,0
24495,ROAD ACCIDENT,NAKURU,17/04/2019,0,0,0
24494,ROAD ACCIDENT,MAKUENI,16/04/2019,0,0,0
24493,ROAD ACCIDENT,KAJIADO,16/04/2019,0,0,0
24492,ROAD ACCIDENT,KILIFI,14/04/2019,0,0,0
24491,ROAD ACCIDENT,NYAMIRA,15/04/2019,0,0,0
24490,ROAD ACCIDENT,NAIROBI,14/04/2019,0,0,0
24489,ROAD ACCIDENT,MERU,14/04/2019,0,0,0
24488,ROAD ACCIDENT,NAIROBI,14/04/2019,0,0,0
24487,ROAD ACCIDENT,KILIFI,14/04/2019,0,0,0
24486,ROAD ACCIDENT,NYERI,14/04/2019,0,0,0
24485,ROAD ACCIDENT,LAMU,14/04/2019,0,0,0
24484,ROAD ACCIDENT,NANDI,12/04/2019,0,0,0
24483,ROAD ACCIDENT,BOMET,12/04/2019,0,0,0
24482,ROAD ACCIDENT,KIRINYAGA,12/04/2019,0,0,0
