Serial,Event,&quot;Ostan&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
15026,FLOOD,Hamedan,13/05/1982,0,0,0
15025,FLOOD,Hamedan,13/05/1982,0,0,0
15024,FLOOD,Hamedan,12/05/1982,0,0,0
15023,FLOOD,Hamedan,21/04/1982,0,0,0
15022,FLOOD,Hamedan,05/05/1960,0,0,0
15021,FLOOD,Hamedan,05/05/1960,0,0,0
15020,FLOOD,Hamedan,24/05/1958,0,0,0
15019,FLOOD,Hamedan,09/11/1957,0,0,0
15018,FLOOD,Hamedan,21/10/1957,0,0,0
15017,FLOOD,Hamedan,20/08/1957,0,0,0
15016,FLOOD,Hamedan,15/05/1957,0,0,0
15015,FLOOD,Hamedan,10/03/1957,0,0,0
15014,FLOOD,Hamedan,23/07/1956,0,0,0
15013,FLOOD,Hamedan,23/07/1956,0,0,0
15012,FLOOD,Hamedan,21/04/1956,0,0,0
15011,FLOOD,Hamedan,15/07/1999,0,0,0
15010,FLOOD,Hamedan,02/08/1998,0,0,0
15009,FLOOD,Hamedan,03/08/1998,0,0,0
15008,FLOOD,Hamedan,15/07/1999,0,0,0
15007,FLOOD,Hamedan,10/06/2001,0,0,0
15006,FLOOD,Hamedan,02/08/1998,0,0,0
15005,FLOOD,Hamedan,15/07/1999,0,0,0
15004,FLOOD,Hamedan,15/07/1999,0,0,0
15003,FLOOD,Hamedan,03/08/1998,0,0,0
15002,FLOOD,Hamedan,21/04/1982,0,0,0
15001,FLOOD,Hamedan,05/04/1980,0,0,0
15000,FLOOD,Hamedan,21/04/1979,0,0,0
14999,FLOOD,Hamedan,21/04/1978,0,0,0
14998,FLOOD,Hamedan,23/07/1976,0,0,0
14997,FLOOD,Hamedan,09/06/1976,0,0,0
14996,FLOOD,Hamedan,22/05/1976,0,0,0
14995,FLOOD,Hamedan,05/05/1976,0,0,0
14994,FLOOD,Hamedan,21/03/1976,0,0,0
14993,FLOOD,Hamedan,14/02/1976,0,0,0
14992,FLOOD,Hamedan,07/05/1975,0,0,0
14991,FLOOD,Hamedan,06/05/1975,0,0,0
14990,FLOOD,Hamedan,21/07/1974,0,0,0
14989,FLOOD,Hamedan,21/07/1974,0,0,0
14988,FLOOD,Hamedan,21/04/1974,0,0,0
14987,FLOOD,Hamedan,21/04/1974,0,0,0
14986,FLOOD,Hamedan,27/03/1974,0,0,0
14985,FLOOD,Hamedan,21/03/1974,0,0,0
14984,FLOOD,Hamedan,19/03/1974,0,0,0
14983,FLOOD,Hamedan,21/03/1973,0,0,0
14982,FLOOD,Hamedan,04/08/1971,0,0,0
14981,FLOOD,Hamedan,04/08/1971,0,0,0
14980,FLOOD,Hamedan,04/08/1971,0,0,0
14979,FLOOD,Hamedan,04/08/1971,0,0,0
14978,FLOOD,Hamedan,04/08/1971,0,0,0
14977,FLOOD,Hamedan,21/04/1968,0,0,0
14976,FLOOD,Hamedan,25/05/1968,0,0,0
14975,FLOOD,Hamedan,21/04/1968,0,0,0
14974,FLOOD,Hamedan,21/04/1962,0,0,0
14973,FLOOD,Hamedan,21/04/1962,0,0,0
14972,FLOOD,Hamedan,05/05/1960,0,0,0
14971,FLOOD,Hamedan,21/04/1956,0,0,0
14970,FLOOD,Hamedan,02/08/1998,0,0,0
14969,FLOOD,Hamedan,02/08/1998,0,0,0
14968,FLOOD,Hamedan,11/06/2001,0,0,0
14967,FLOOD,Hamedan,11/06/2001,0,0,0
14966,FLOOD,Hamedan,06/08/1971,0,0,0
14965,FLOOD,Hamedan,03/08/1998,0,0,0
14964,FLOOD,Hamedan,08/11/1999,0,0,0
14963,FLOOD,Hamedan,03/08/1998,0,0,0
14962,FLOOD,Hamedan,02/08/1998,0,0,0
14961,FLOOD,Hamedan,02/08/1998,0,0,0
14960,FLOOD,Hamedan,02/08/1998,0,0,0
14959,FLOOD,Hamedan,02/08/1998,0,0,0
14958,FLOOD,Hamedan,02/08/1998,0,0,0
14957,FLOOD,Hamedan,02/08/1998,0,0,0
14956,FLOOD,Hamedan,02/08/1997,0,0,0
14955,FLOOD,Hamedan,08/11/1999,0,0,0
14954,FLOOD,Hamedan,04/08/1998,0,0,0
14953,FLOOD,Hamedan,08/11/1999,0,0,0
14952,FLOOD,Golestan,13/09/2006,0,0,0
14951,FLOOD,Golestan,11/09/2006,0,0,0
14950,FLOOD,Golestan,31/07/2006,0,0,0
14949,FLOOD,Golestan,05/07/2006,0,0,0
14948,FLOOD,Golestan,24/05/2006,0,0,0
14947,FLOOD,Golestan,24/05/2006,0,0,0
14946,FLOOD,Golestan,24/05/2006,0,0,0
14945,FLOOD,Golestan,10/08/2005,0,0,0
14944,FLOOD,Golestan,09/08/2005,0,0,0
14943,FLOOD,Golestan,09/08/2005,0,0,0
14942,FLOOD,Golestan,31/07/2005,0,0,0
14941,FLOOD,Golestan,31/07/2005,0,0,0
14940,FLOOD,Golestan,30/07/2005,0,0,0
14939,FLOOD,Golestan,21/05/2005,0,0,0
14938,FLOOD,Golestan,21/05/2005,0,0,0
14937,FLOOD,Golestan,27/08/2004,0,0,0
14936,FLOOD,Golestan,27/08/2004,0,0,0
14935,FLOOD,Golestan,11/07/2004,0,0,0
14934,FLOOD,Golestan,11/07/2004,0,0,0
14933,FLOOD,Golestan,11/07/2004,0,0,0
14932,FLOOD,Golestan,19/09/2004,0,0,0
14931,FLOOD,Golestan,19/09/2004,0,0,0
14930,FLOOD,Golestan,27/08/2004,0,0,0
14929,FLOOD,Golestan,11/07/2004,0,0,0
14928,FLOOD,Golestan,11/07/2004,0,0,0
14927,FLOOD,Golestan,11/07/2004,0,0,0
14926,FLOOD,Golestan,11/07/2004,0,0,0
14925,FLOOD,Golestan,11/07/2004,0,0,0
14924,FLOOD,Golestan,11/07/2004,0,0,0
14923,FLOOD,Golestan,18/04/2004,0,0,0
14922,FLOOD,Golestan,05/10/2003,0,0,0
14921,FLOOD,Golestan,05/10/2003,0,0,0
14920,FLOOD,Golestan,15/06/2003,0,0,0
14919,FLOOD,Golestan,08/06/2003,0,0,0
14918,FLOOD,Golestan,07/06/2003,0,0,0
14917,FLOOD,Golestan,06/06/2003,0,0,0
14916,FLOOD,Golestan,06/06/2003,0,0,0
14915,FLOOD,Golestan,06/06/2003,0,0,0
14914,FLOOD,Golestan,06/06/2003,0,0,0
14913,FLOOD,Golestan,06/06/2003,0,0,0
14912,FLOOD,Golestan,25/05/2003,0,0,0
14911,FLOOD,Golestan,25/05/2003,0,0,0
14910,FLOOD,Golestan,25/05/2003,0,0,0
14909,FLOOD,Golestan,24/05/2003,0,0,0
14908,FLOOD,Golestan,24/05/2003,0,0,0
14907,FLOOD,Golestan,27/04/2003,0,0,0
14906,FLOOD,Golestan,28/01/2003,0,0,0
14905,FLOOD,Golestan,13/08/2002,0,0,0
14904,FLOOD,Golestan,13/08/2002,0,0,0
14903,FLOOD,Golestan,12/08/2002,0,0,0
14902,FLOOD,Golestan,28/07/2002,0,0,0
14901,FLOOD,Golestan,18/09/2001,0,0,0
14900,FLOOD,Golestan,10/08/2001,0,0,0
14899,FLOOD,Golestan,18/07/2001,0,0,0
14898,FLOOD,Golestan,18/07/2001,0,0,0
14897,FLOOD,Golestan,17/07/2001,0,0,0
14896,FLOOD,Golestan,27/06/2001,0,0,0
14895,FLOOD,Golestan,05/10/2000,0,0,0
14894,FLOOD,Golestan,05/10/2000,0,0,0
14893,FLOOD,Golestan,05/10/2000,0,0,0
14892,FLOOD,Golestan,24/09/2000,0,0,0
14891,FLOOD,Golestan,24/09/2000,0,0,0
14890,FLOOD,Golestan,20/09/2000,0,0,0
14889,FLOOD,Golestan,19/09/2000,0,0,0
14888,FLOOD,Golestan,19/09/2000,0,0,0
14887,FLOOD,Golestan,19/09/2000,0,0,0
14886,FLOOD,Golestan,12/09/2000,0,0,0
14885,FLOOD,Golestan,12/09/2000,0,0,0
14884,FLOOD,Golestan,11/09/2000,0,0,0
14883,FLOOD,Golestan,08/08/2000,0,0,0
14882,FLOOD,Golestan,08/08/2000,0,0,0
14881,FLOOD,Golestan,08/08/2000,0,0,0
14880,FLOOD,Golestan,08/08/2000,0,0,0
14879,FLOOD,Golestan,07/08/2000,0,0,0
14878,FLOOD,Golestan,13/10/1999,0,0,0
14877,FLOOD,Golestan,08/10/1999,0,0,0
14876,FLOOD,Golestan,08/10/1999,0,0,0
14875,FLOOD,Golestan,27/07/1999,0,0,0
14874,FLOOD,Golestan,27/07/1999,0,0,0
14873,FLOOD,Golestan,27/07/1999,0,0,0
14872,FLOOD,Golestan,27/07/1999,0,0,0
14871,FLOOD,Golestan,27/07/1999,0,0,0
14870,FLOOD,Golestan,27/07/1999,0,0,0
14869,FLOOD,Golestan,27/07/1999,0,0,0
14868,FLOOD,Golestan,27/07/1999,0,0,0
14867,FLOOD,Golestan,27/07/1999,0,0,0
14866,FLOOD,Golestan,27/07/1999,0,0,0
14865,FLOOD,Golestan,27/07/1999,0,0,0
14864,FLOOD,Golestan,13/07/1999,0,0,0
14863,FLOOD,Golestan,13/07/1999,0,0,0
14862,FLOOD,Golestan,13/07/1999,0,0,0
14861,FLOOD,Golestan,06/08/1998,0,0,0
14860,FLOOD,Golestan,06/08/1998,0,0,0
14859,FLOOD,Golestan,06/08/1998,0,0,0
14858,FLOOD,Golestan,06/08/1998,0,0,0
14857,FLOOD,Golestan,06/08/1998,0,0,0
14856,FLOOD,Golestan,06/08/1998,0,0,0
14855,FLOOD,Golestan,06/08/1998,0,0,0
14854,FLOOD,Golestan,06/08/1998,0,0,0
14853,FLOOD,Golestan,25/07/1998,0,0,0
14852,FLOOD,Golestan,25/07/1998,0,0,0
14851,FLOOD,Golestan,24/07/1998,0,0,0
14850,FLOOD,Golestan,24/07/1998,0,0,0
14849,FLOOD,Golestan,24/07/1998,0,0,0
14848,FLOOD,Golestan,24/07/1998,0,0,0
14847,FLOOD,Golestan,24/07/1998,0,0,0
14846,FLOOD,Golestan,24/07/1998,0,0,0
14845,FLOOD,Golestan,24/07/1998,0,0,0
14844,FLOOD,Golestan,24/07/1998,0,0,0
14843,FLOOD,Golestan,24/07/1998,0,0,0
14842,FLOOD,Golestan,24/07/1998,0,0,0
14841,FLOOD,Golestan,24/07/1998,0,0,0
14840,FLOOD,Golestan,24/07/1998,0,0,0
14839,FLOOD,Golestan,24/07/1998,0,0,0
14838,FLOOD,Golestan,24/07/1998,0,0,0
14837,FLOOD,Golestan,24/07/1998,0,0,0
14836,FLOOD,Golestan,24/07/1998,0,0,0
14835,FLOOD,Golestan,24/07/1998,0,0,0
14834,FLOOD,Golestan,24/07/1998,0,0,0
14833,FLOOD,Golestan,24/07/1998,0,0,0
14832,FLOOD,Golestan,30/06/1998,0,0,0
14831,FLOOD,Golestan,30/06/1998,0,0,0
14830,FLOOD,Golestan,30/06/1998,0,0,0
14829,FLOOD,Golestan,30/06/1998,0,0,0
14828,FLOOD,Golestan,30/06/1998,0,0,0
14827,FLOOD,Golestan,30/06/1998,0,0,0
14826,FLOOD,Golestan,30/05/1998,0,0,0
14825,FLOOD,Golestan,02/05/1998,0,0,0
14824,FLOOD,Golestan,02/05/1998,0,0,0
14823,FLOOD,Golestan,02/05/1998,0,0,0
14822,FLOOD,Golestan,02/05/1998,0,0,0
14821,FLOOD,Golestan,02/05/1998,0,0,0
14820,FLOOD,Golestan,02/05/1998,0,0,0
14819,FLOOD,Golestan,02/05/1998,0,0,0
14818,FLOOD,Golestan,02/05/1998,0,0,0
14817,FLOOD,Golestan,25/04/1998,0,0,0
14816,FLOOD,Golestan,25/04/1998,0,0,0
14815,FLOOD,Golestan,25/04/1998,0,0,0
14814,FLOOD,Golestan,25/04/1998,0,0,0
14813,FLOOD,Golestan,19/03/1998,0,0,0
14812,FLOOD,Golestan,19/03/1998,0,0,0
14811,FLOOD,Golestan,19/03/1998,0,0,0
14810,FLOOD,Golestan,19/03/1998,0,0,0
14809,FLOOD,Golestan,19/03/1998,0,0,0
14808,FLOOD,Golestan,19/03/1998,0,0,0
14807,FLOOD,Golestan,18/03/1998,0,0,0
14806,FLOOD,Golestan,18/03/1998,0,0,0
14805,FLOOD,Golestan,06/11/1997,0,0,0
14804,FLOOD,Golestan,06/11/1997,0,0,0
14803,FLOOD,Golestan,06/11/1997,0,0,0
14802,FLOOD,Golestan,05/11/1997,0,0,0
14801,FLOOD,Golestan,30/10/1997,0,0,0
14800,FLOOD,Golestan,30/10/1997,0,0,0
14799,FLOOD,Golestan,29/10/1997,0,0,0
14798,FLOOD,Golestan,07/10/1997,0,0,0
14797,FLOOD,Golestan,24/06/1997,0,0,0
14796,FLOOD,Golestan,24/06/1997,0,0,0
14795,FLOOD,Golestan,24/06/1997,0,0,0
14794,FLOOD,Golestan,01/06/1997,0,0,0
14793,FLOOD,Golestan,01/06/1997,0,0,0
14792,FLOOD,Golestan,01/06/1997,0,0,0
14791,FLOOD,Golestan,09/05/1996,0,0,0
14790,FLOOD,Golestan,30/07/1996,0,0,0
14789,FLOOD,Golestan,29/07/1996,0,0,0
14788,FLOOD,Golestan,29/07/1996,0,0,0
14787,FLOOD,Golestan,29/07/1996,0,0,0
14786,FLOOD,Golestan,29/07/1996,0,0,0
14785,FLOOD,Golestan,29/07/1996,0,0,0
14784,FLOOD,Golestan,29/07/1996,0,0,0
14783,FLOOD,Golestan,29/07/1996,0,0,0
14782,FLOOD,Golestan,29/07/1996,0,0,0
14781,FLOOD,Golestan,29/07/1996,0,0,0
14780,FLOOD,Golestan,22/07/1996,0,0,0
14779,FLOOD,Golestan,20/07/1996,0,0,0
14778,FLOOD,Golestan,20/07/1996,0,0,0
14777,FLOOD,Golestan,14/07/1996,0,0,0
14776,FLOOD,Golestan,26/06/1996,0,0,0
14775,FLOOD,Golestan,24/05/1996,0,0,0
14774,FLOOD,Golestan,24/05/1996,0,0,0
14773,FLOOD,Golestan,11/11/1995,0,0,0
14772,FLOOD,Golestan,11/11/1995,0,0,0
14771,FLOOD,Golestan,11/11/1995,0,0,0
14770,FLOOD,Golestan,03/11/1995,0,0,0
14769,FLOOD,Golestan,17/06/1905,0,0,0
14768,FLOOD,Golestan,10/10/1994,0,0,0
14767,FLOOD,Golestan,10/10/1994,0,0,0
14766,FLOOD,Golestan,04/06/1994,0,0,0
14765,FLOOD,Golestan,16/05/1994,0,0,0
14764,FLOOD,Golestan,16/05/1994,0,0,0
14763,FLOOD,Golestan,16/05/1994,0,0,0
14762,FLOOD,Golestan,10/05/1994,0,0,0
14761,FLOOD,Golestan,27/04/1994,0,0,0
14760,FLOOD,Golestan,15/11/1993,0,0,0
14759,FLOOD,Golestan,30/10/1993,0,0,0
14758,FLOOD,Golestan,21/08/1993,0,0,0
14757,FLOOD,Golestan,19/07/1993,0,0,0
14756,FLOOD,Golestan,19/07/1993,0,0,0
14755,FLOOD,Golestan,19/07/1993,0,0,0
14754,FLOOD,Golestan,10/06/1993,0,0,0
14753,FLOOD,Golestan,07/05/1993,0,0,0
14752,FLOOD,Golestan,15/06/1905,0,0,0
14751,FLOOD,Golestan,18/09/1992,0,0,0
14750,FLOOD,Golestan,28/09/1992,0,0,0
14749,FLOOD,Golestan,18/09/1992,0,0,0
14748,FLOOD,Golestan,18/08/1992,0,0,0
14747,FLOOD,Golestan,25/05/1992,0,0,0
14746,FLOOD,Golestan,25/05/1992,0,0,0
14745,FLOOD,Golestan,25/05/1992,0,0,0
14744,FLOOD,Golestan,25/05/1992,0,0,0
14743,FLOOD,Golestan,25/05/1992,0,0,0
14742,FLOOD,Golestan,23/05/1992,0,0,0
14741,FLOOD,Golestan,18/05/1992,0,0,0
14740,FLOOD,Golestan,14/05/1992,0,0,0
14739,FLOOD,Golestan,05/05/1992,0,0,0
14738,FLOOD,Golestan,05/05/1992,0,0,0
14737,FLOOD,Golestan,23/11/1991,0,0,0
14736,FLOOD,Golestan,08/10/1991,0,0,0
14735,FLOOD,Golestan,05/08/1990,0,0,0
14734,FLOOD,Golestan,26/07/1990,0,0,0
14733,FLOOD,Golestan,11/12/1989,0,0,0
14732,FLOOD,Golestan,28/08/1989,0,0,0
14731,FLOOD,Golestan,28/08/1989,0,0,0
14730,FLOOD,Golestan,19/08/1989,0,0,0
14729,FLOOD,Golestan,18/08/1989,0,0,0
14728,FLOOD,Golestan,18/08/1989,0,0,0
14727,FLOOD,Golestan,18/08/1989,0,0,0
14726,FLOOD,Golestan,16/06/1988,0,0,0
14725,FLOOD,Golestan,16/06/1988,0,0,0
14724,FLOOD,Golestan,03/06/1988,0,0,0
14723,FLOOD,Golestan,15/10/1987,0,0,0
14722,FLOOD,Golestan,12/04/1987,0,0,0
14721,FLOOD,Golestan,12/04/1987,0,0,0
14720,FLOOD,Golestan,08/04/1987,0,0,0
14719,FLOOD,Golestan,04/04/1987,0,0,0
14718,FLOOD,Golestan,31/05/1983,0,0,0
14717,FLOOD,Golestan,14/09/1982,0,0,0
14716,FLOOD,Golestan,09/04/1981,0,0,0
14715,FLOOD,Golestan,18/09/1979,0,0,0
14714,FLOOD,Golestan,03/04/1969,0,0,0
14713,FLOOD,Golestan,22/10/1967,0,0,0
14712,FLOOD,Golestan,03/05/1966,0,0,0
14711,FLOOD,Golestan,28/04/1966,0,0,0
14710,FLOOD,Golestan,27/04/1966,0,0,0
14709,FLOOD,Golestan,27/04/1966,0,0,0
14708,FLOOD,Golestan,19/04/1966,0,0,0
14707,FLOOD,Golestan,19/04/1966,0,0,0
14706,FLOOD,Golestan,19/04/1966,0,0,0
14705,FLOOD,Golestan,19/04/1966,0,0,0
14704,FLOOD,Golestan,10/10/1965,0,0,0
14703,FLOOD,Golestan,19/09/1964,0,0,0
14702,FLOOD,Golestan,17/09/1964,0,0,0
14701,FLOOD,Golestan,19/10/1963,0,0,0
14700,FLOOD,Gilan,21/04/2000,0,0,0
14699,FLOOD,Gilan,21/04/2000,0,0,0
14698,FLOOD,Gilan,26/07/2002,0,0,0
14697,FLOOD,Gilan,23/07/2002,0,0,0
14696,FLOOD,Gilan,23/07/2002,0,0,0
14695,FLOOD,Gilan,09/05/2002,0,0,0
14694,FLOOD,Gilan,24/07/2002,0,0,0
14693,FLOOD,Gilan,28/06/1996,0,0,0
14692,FLOOD,Gilan,11/05/1996,0,0,0
14691,FLOOD,Gilan,12/05/1991,0,0,0
14690,FLOOD,Gilan,26/10/1995,0,0,0
14689,FLOOD,Gilan,11/11/1994,0,0,0
14688,FLOOD,Gilan,10/11/1994,0,0,0
14687,FLOOD,Gilan,08/11/1994,0,0,0
14686,FLOOD,Gilan,08/11/1994,0,0,0
14685,FLOOD,Gilan,26/10/1994,0,0,0
14684,FLOOD,Gilan,23/10/1994,0,0,0
14683,FLOOD,Gilan,23/10/1994,0,0,0
14682,FLOOD,Gilan,11/07/1994,0,0,0
14681,FLOOD,Gilan,02/07/1994,0,0,0
14680,FLOOD,Gilan,30/06/1994,0,0,0
14679,FLOOD,Gilan,30/06/1994,0,0,0
14678,FLOOD,Gilan,30/06/1994,0,0,0
14677,FLOOD,Gilan,29/06/1994,0,0,0
14676,FLOOD,Gilan,19/10/2003,0,0,0
14675,FLOOD,Gilan,19/10/1993,0,0,0
14674,FLOOD,Gilan,18/10/1993,0,0,0
14673,FLOOD,Gilan,17/08/1987,0,0,0
14672,FLOOD,Gilan,12/07/1999,0,0,0
14671,FLOOD,Gilan,12/07/1999,0,0,0
14670,FLOOD,Gilan,12/07/1999,0,0,0
14669,FLOOD,Gilan,12/07/1999,0,0,0
14668,FLOOD,Gilan,02/06/1997,0,0,0
14667,FLOOD,Gilan,17/02/1998,0,0,0
14666,FLOOD,Gilan,05/11/2000,0,0,0
14665,FLOOD,Gilan,05/11/2000,0,0,0
14664,FLOOD,Gilan,12/07/1999,0,0,0
14663,FLOOD,Gilan,12/07/1999,0,0,0
14662,FLOOD,Gilan,01/09/2001,0,0,0
14661,FLOOD,Gilan,11/07/1999,0,0,0
14660,FLOOD,Gilan,01/09/2001,0,0,0
14659,FLOOD,Gilan,10/06/1997,0,0,0
14658,FLOOD,Gilan,17/08/1987,0,0,0
14657,FLOOD,Gilan,03/08/1987,0,0,0
14656,FLOOD,Gilan,03/12/1986,0,0,0
14655,FLOOD,Gilan,29/06/1983,0,0,0
14654,FLOOD,Gilan,27/06/1983,0,0,0
14653,FLOOD,Gilan,22/11/1980,0,0,0
14652,FLOOD,Gilan,15/11/1977,0,0,0
14651,FLOOD,Gilan,13/09/1977,0,0,0
14650,FLOOD,Gilan,03/11/1976,0,0,0
14649,FLOOD,Gilan,19/10/1976,0,0,0
14648,FLOOD,Gilan,29/09/1975,0,0,0
14647,FLOOD,Gilan,24/03/1974,0,0,0
14646,FLOOD,Gilan,24/03/1974,0,0,0
14645,FLOOD,Gilan,13/09/1966,0,0,0
14644,FLOOD,Gilan,23/10/1965,0,0,0
14643,FLOOD,Gilan,23/10/1965,0,0,0
14642,FLOOD,Gilan,23/10/1965,0,0,0
14641,FLOOD,Gilan,17/09/1964,0,0,0
14640,FLOOD,Gilan,17/09/1964,0,0,0
14639,FLOOD,Gilan,17/09/1964,0,0,0
14638,FLOOD,Gilan,17/09/1964,0,0,0
14637,FLOOD,Gilan,24/08/1963,0,0,0
14636,FLOOD,Gilan,14/10/1957,0,0,0
14635,FLOOD,Gilan,14/10/1957,0,0,0
14634,FLOOD,Gilan,29/05/1957,0,0,0
14633,FLOOD,Gilan,04/04/1956,0,0,0
14632,FLOOD,Gilan,23/09/1952,0,0,0
14631,FLOOD,Gilan,10/10/1993,0,0,0
14630,FLOOD,Gilan,07/10/1993,0,0,0
14629,FLOOD,Gilan,05/10/1993,0,0,0
14628,FLOOD,Gilan,13/07/1993,0,0,0
14627,FLOOD,Gilan,18/10/1992,0,0,0
14626,FLOOD,Gilan,05/10/1993,0,0,0
14625,FLOOD,Gilan,05/10/1993,0,0,0
14624,FLOOD,Gilan,05/10/1993,0,0,0
14623,FLOOD,Gilan,05/10/1993,0,0,0
14622,FLOOD,Gilan,19/09/1993,0,0,0
14621,FLOOD,Gilan,19/09/1993,0,0,0
14620,FLOOD,Gilan,09/09/1993,0,0,0
14619,FLOOD,Gilan,09/09/1993,0,0,0
14618,FLOOD,Gilan,30/08/1993,0,0,0
14617,FLOOD,Gilan,09/09/1993,0,0,0
14616,FLOOD,Gilan,17/10/1992,0,0,0
14615,FLOOD,Gilan,17/10/1992,0,0,0
14614,FLOOD,Gilan,06/10/1992,0,0,0
14613,FLOOD,Gilan,28/06/1996,0,0,0
14612,FLOOD,Gilan,12/07/1992,0,0,0
14611,FLOOD,Gilan,12/07/1992,0,0,0
14610,FLOOD,Gilan,19/05/1992,0,0,0
14609,FLOOD,Gilan,10/05/1992,0,0,0
14608,FLOOD,Gilan,03/05/1992,0,0,0
14607,FLOOD,Gilan,03/05/1992,0,0,0
14606,FLOOD,Gilan,24/04/1992,0,0,0
14605,FLOOD,Gilan,31/12/1991,0,0,0
14604,FLOOD,Gilan,31/12/1991,0,0,0
14603,FLOOD,Gilan,20/06/1988,0,0,0
14602,FLOOD,Gilan,11/10/1987,0,0,0
14601,FLOOD,Gilan,01/09/2001,0,0,0
14600,FLOOD,Gilan,01/09/2001,0,0,0
14599,FLOOD,Gilan,01/09/2001,0,0,0
14598,FLOOD,Gilan,31/08/2001,0,0,0
14597,FLOOD,Gilan,12/07/1999,0,0,0
14596,FLOOD,Gilan,15/06/1997,0,0,0
14595,FLOOD,Gilan,31/07/1998,0,0,0
14594,FLOOD,Gilan,08/10/1998,0,0,0
14593,FLOOD,Gilan,08/10/1998,0,0,0
14592,FLOOD,Gilan,12/07/1999,0,0,0
14591,FLOOD,Gilan,12/07/1999,0,0,0
14590,FLOOD,Gilan,10/09/2000,0,0,0
14589,FLOOD,Gilan,08/09/1997,0,0,0
14588,FLOOD,Gilan,24/09/2000,0,0,0
14587,FLOOD,Gilan,24/09/2000,0,0,0
14586,FLOOD,Gilan,24/09/2000,0,0,0
14585,FLOOD,Gilan,24/09/2000,0,0,0
14584,FLOOD,Gilan,25/09/2001,0,0,0
14583,FLOOD,Gilan,24/09/2000,0,0,0
14582,FLOOD,Gilan,22/06/1997,0,0,0
14581,FLOOD,Gilan,28/09/2000,0,0,0
14580,FLOOD,Gilan,09/08/2001,0,0,0
14579,FLOOD,Gilan,30/09/1951,0,0,0
14578,FLOOD,Gilan,25/09/1952,0,0,0
14577,FLOOD,Gilan,24/03/1974,0,0,0
14576,FLOOD,Gilan,24/03/1974,0,0,0
14575,FLOOD,Gilan,01/10/2001,0,0,0
14574,FLOOD,Gilan,01/10/2001,0,0,0
14573,FLOOD,Gilan,01/10/2001,0,0,0
14572,FLOOD,Gilan,01/10/2001,0,0,0
14571,FLOOD,Gilan,01/10/2001,0,0,0
14570,FLOOD,Gilan,01/10/2001,0,0,0
14569,FLOOD,Gilan,01/10/2001,0,0,0
14568,FLOOD,Gilan,01/10/2001,0,0,0
14567,FLOOD,Gilan,02/10/2001,0,0,0
14566,FLOOD,Gilan,03/10/2001,0,0,0
14565,FLOOD,Gilan,04/07/2001,0,0,0
14564,FLOOD,Gilan,12/07/1999,0,0,0
14563,FLOOD,Gilan,17/10/2000,0,0,0
14562,FLOOD,Gilan,13/10/2000,0,0,0
14561,FLOOD,Gilan,04/04/1998,0,0,0
14560,FLOOD,Gilan,12/07/1999,0,0,0
14559,FLOOD,Gilan,12/07/1999,0,0,0
14558,FLOOD,Gilan,18/07/2007,0,0,0
14557,FLOOD,Gilan,25/05/2007,0,0,0
14556,FLOOD,Gilan,10/09/2004,0,0,0
14555,FLOOD,Gilan,09/06/2004,0,0,0
14554,FLOOD,Gilan,21/08/2005,0,0,0
14553,FLOOD,Gilan,19/05/2005,0,0,0
14552,FLOOD,Gilan,30/05/2005,0,0,0
14551,FLOOD,Gilan,30/05/2005,0,0,0
14550,FLOOD,Gilan,28/05/2005,0,0,0
14549,FLOOD,Gilan,10/09/2004,0,0,0
14548,FLOOD,Gilan,13/07/2004,0,0,0
14547,FLOOD,Gilan,06/10/1992,0,0,0
14546,FLOOD,Gilan,17/06/2004,0,0,0
14545,FLOOD,Gilan,20/06/2004,0,0,0
14544,FLOOD,Gilan,20/10/2003,0,0,0
14543,FLOOD,Gilan,20/10/2003,0,0,0
14542,FLOOD,Gilan,20/10/2003,0,0,0
14541,FLOOD,Gilan,20/10/2003,0,0,0
14540,FLOOD,Gilan,20/10/2003,0,0,0
14539,FLOOD,Gilan,20/10/2003,0,0,0
14538,FLOOD,Gilan,20/10/2003,0,0,0
14537,FLOOD,Gilan,28/06/1996,0,0,0
14536,FLOOD,Gilan,28/06/1996,0,0,0
14535,FLOOD,Gilan,28/06/1996,0,0,0
14534,FLOOD,Gilan,28/06/1996,0,0,0
14533,FLOOD,Gilan,28/06/1996,0,0,0
14532,FLOOD,Gilan,28/06/1996,0,0,0
14531,FLOOD,Gilan,28/06/1996,0,0,0
14530,FLOOD,Gilan,28/06/1996,0,0,0
14529,FLOOD,Gilan,28/06/1996,0,0,0
14528,FLOOD,Gilan,28/06/1996,0,0,0
14527,FLOOD,Gilan,28/06/1996,0,0,0
14526,FLOOD,Gilan,28/06/1996,0,0,0
14525,FLOOD,Gilan,28/06/1996,0,0,0
14524,FLOOD,Gilan,28/06/1996,0,0,0
14523,FLOOD,Gilan,28/06/1996,0,0,0
14522,FLOOD,Gilan,28/06/1996,0,0,0
14521,FLOOD,Gilan,24/10/1993,0,0,0
14520,FLOOD,Gilan,24/10/1993,0,0,0
14519,FLOOD,Gilan,24/10/1993,0,0,0
14518,FLOOD,Gilan,24/10/1993,0,0,0
14517,FLOOD,Gilan,24/10/1993,0,0,0
14516,FLOOD,Gilan,06/10/1992,0,0,0
14515,FLOOD,Gilan,06/10/1992,0,0,0
14514,FLOOD,Gilan,06/10/1992,0,0,0
